global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68
1907.9300291714724	n/a	n/a	3640196.996214255	2320.2906007586785	n/a	5383748.471969069	n/a	1978.1424713134768	n/a	n/a	3913047.636814189	2062.1005000570826	1699.275235359448	n/a	n/a	n/a	n/a	-0.0123462417	-0.0030946267	-0.0211099194	0.0195609104	0.0169890869	0.0161397801	-0.0131406703	-0.0159256087	0.003461102	-0.0064071274	0.0002482102	-0.0078490348	0.0131126973	-0.0162917121	0.0123614889	-0.0442741196	0.0075265977	-0.0398515822	0.0387186118	-0.0164846838	-0.0132488083	0.0077155664	-0.0016988096	0.0025478561	-0.0033366054	0.0332477339	-0.0166782472	0.0091246828	-0.0110382925	0.0260868326	-0.0748375343	0.0149741461	-0.0102921625	-0.0190271729	0.003763211	-0.0066993219	0.0081502003	-0.0158229829	0.0165341633	-0.0273701288	-0.0004147336	0.0323662309	-0.0269783465	0.0330959131	-0.0126142211	0.0237103964	-0.0005272171	0.0298794138	-0.0315666587	0.0102167906	-0.0013048277	0.0158361627	-0.0050741131	0.0115690838	-0.0119974027	0.0115922278	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.1324372399456734	n/a	n/a	0.0175396225244278	0.0428333744334423	n/a	n/a	0.0018346979653554	-0.1685373657808	n/a	n/a	0.0284048436643311	0.0024090241791032	n/a	n/a	5.803397495503848e-06	0.001559930307819	n/a	2.4333825652522803e-06	n/a	-0.0013063822228002	n/a	n/a	1.7066345120483911e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1902.2986512584848	-5.631377912987546	31.71241719888397	3618740.1585798506	2309.4558793553765	-10.834721403301955	5333586.458689115	117.3911878871695	1977.2387458715543	-0.903725441922461	0.8167196743779473	3909473.058175717	2058.725872325336	1696.40705221376	0.721685	24.843395	0.0841429733452505	0.0527063334067363	-0.0106892961	-0.015791043	-0.0146705921	-0.0112098959	0.0069934919	-0.00463297	-0.005139684	-0.0160583785	-0.0040915169	0.0013204131	-0.0321782344	-0.0087871617	0.0045183591	0.0244421543	0.0112519596	-0.0259612417	-0.007514311	0.0160561852	-0.0505022875	0.0184080215	-0.0180144928	-0.0011310881	0.0056852293	-0.0095676024	0.0211558845	0.0103452564	-0.0066761847	-0.0088820431	-0.02485668	0.0037804886	0.0102875275	0.0284965308	-0.0136593986	-0.0082386853	0.0049216684	0.0023087617	0.0076134032	-0.0064146144	0.011545504	-0.0130889562	0.0187240762	-0.0114172908	-0.0230078006	0.015453333	0.0250675014	0.0246806292	0.0105694894	0.0126796552	-0.042138943	0.02496365	-0.0018918281	0.0242517597	0.0232423615	-0.0112417557	-0.0020137929	0.0052455952	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.1296021527326303	0.0028350872130431	8.037719505560633e-06	0.016796717992932	0.0266052577646149	-0.0162281166688274	0.000263351770617	0.0007078397407216	-0.15767045910993	0.01086690667087	0.0001180896605933	0.0248599736759361	0.0014829126438952	-0.000926111535208	8.57682575645319e-07	2.199029909424253e-06	0.0014640795290887	-9.585077873030004e-05	2.1435288674965897e-06	9.18737178320494e-09	-0.0012440872808883	6.229494191189989e-05	3.8806597878069815e-09	1.547753162468044e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1900.0766409206408	-2.22201033784404	4.9373299414857845	3610291.241372266	2305.9006206584427	-3.5552586969338336	5317177.672352991	12.63986440212366	1974.9877399916056	-2.251005879948707	5.0670274715636525	3900576.57311715	2059.8573209539595	1695.2131520734072	0.710433	24.456057	0.089106138887766	0.0540554430600648	-0.0106777519	-0.027673633	-0.0076970988	0.0280773758	-0.0112419022	0.0138761576	0.0349024064	-0.0121337667	0.0036162208	-0.0123517624	-0.001970037	-0.0076606597	-0.0089333469	0.0129226435	0.0247422341	0.023654566	0.0263944783	0.0033456428	-0.0204724446	-0.0266406956	-0.0146570755	0.0053937214	-0.0143370153	-0.0155889681	-0.013368445	-0.0139731384	0.0059864618	-0.0066023895	-0.0012596385	-0.002833335	0.0100953969	0.0052041255	-0.0072440803	-0.0197266001	0.0057954429	-0.0153912994	0.0036826827	-0.0258811816	0.0270512416	-0.0129358956	0.0002659822	-0.024173031	-0.0074427744	0.0298830646	0.008974605	-0.0022207605	-0.0330062444	-0.0046000584	-0.0152921663	0.0152784916	-0.0294640046	0.0215237032	-0.0100576694	0.0349176881	-0.0257302123	0.0199340595	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.1207830676846128	0.0088190850480174	7.777626108416554e-05	0.0145885494393057	0.0299494254406766	0.0033441676760617	1.1183457445615924e-05	0.0008969680842266	-0.1685302920526368	-0.0108598329427068	0.0001179359715435	0.028402459339347	0.0024122083971389	0.0009292957532437	8.63590596996776e-07	5.818749351227422e-06	0.0011049622975836	-0.000359117231505	1.2209416790812285e-06	1.2896518596388757e-07	-0.0012773353605591	-3.324807967079995e-05	1.1054348017958607e-09	1.631585623334646e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1901.7564628952512	1.6798219746103769	2.8218018663839057	3616677.6441638567	2310.9688902081184	5.068269549675733	5340577.211509743	25.68735622817026	1979.225943404637	4.238203413031442	17.96236817023137	3917335.335045976	2062.671889475958	1678.769687823337	0.61063	21.020432	0.053078314529953	0.0308843359324801	-0.0068401112	-0.0207123534	-0.013558405	0.0343785954	-0.0167335937	-0.01498554	0.028175633	-0.0109334853	-0.0254189043	-0.0244479679	-0.0287550268	-0.0372455461	-0.0356060455	0.0214326854	0.0167932241	0.0008838738	-0.0005444414	-0.03218668	-0.0652337399	-0.0031417643	-0.017467497	-0.0151554863	-0.0314467431	-0.0470504511	-0.0071226404	-0.0131526732	0.0125920834	-0.0195696694	-0.0133653583	0.0330221647	0.0202394364	0.006178278	-0.004014892	-0.0214665814	0.0045059289	-0.0174374647	0.0035286113	-0.0292103661	0.0217891669	-0.0201354968	-0.0201353834	-0.0066231745	0.0116622078	0.034336915	-0.0102990903	-0.0165135381	-0.0408054958	-0.0148089668	-0.0134316032	0.0073632824	-0.0062321729	0.0267278367	0.0070104375	0.0245897877	-0.0216289012	0.0374300986	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.1297917696656156	-0.0090087019810027	8.115671138252353e-05	0.0168459034729322	0.0323370606494108	0.0023876352087341	5.700801889987186e-06	0.0010456854914436	-0.1684256819152807	0.0001046101373561	1.0943280837662881e-08	0.0283672103286273	0.0029471686353943	0.0005349602382553	2.8618245651427426e-07	8.685802965451902e-06	0.0009389283336809	-0.0001660339639027	8.815864157887914e-07	2.7567277169243112e-08	-0.0014078885024582	-0.000130553141899	1.7044122859726526e-08	1.982150035353993e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1901.3670853975384	-0.3893774977127577	0.1516148357250486	3615196.79343313	2313.652992392486	2.6841021843674757	5352990.169206704	7.204404536126252	1976.0949388139704	-3.1310045906666346	9.80318974677554	3904951.2072061896	2060.204211261515	1680.8050463347563	0.651533	22.42848	0.0605607796484593	0.0341258005763301	-0.0088013813	-0.0070720008	-0.0193150257	0.0250199811	-0.0098961783	-0.0118589229	-0.0010637376	-0.0159620913	-0.0069522538	-0.002754749	-0.0134132851	-0.0200309991	0.011995731	-0.0079718583	0.0127293197	-0.0394700601	0.021415426	-0.0110123614	-0.0174949248	0.024757655	-0.0159851985	-0.0034024138	-0.0123943205	-0.0241726263	-0.0036989377	-0.0018418502	-0.0167878471	0.0153828837	0.0015020414	0.0309498302	-0.0192638032	0.0151292038	-0.0089832112	-0.0138676465	0.0038345032	-0.0077338322	0.0053225751	-0.0180110401	0.0148643395	-0.0281374623	-0.0102704152	0.0159328029	-0.0106289944	0.0200167777	-0.0086598055	0.0084373413	-0.0196724525	0.0129186221	-0.0276496378	0.0011423787	0.0131674228	0.0270227245	0.0029227239	0.0246537032	-0.0124832051	0.0143550063	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.1265445595334995	0.003247210132116	1.0544373642117435e-05	0.0160135255475274	0.0430626780940457	0.0107256174446349	0.0001150388695686	0.0018543942446314	-0.1686379507889341	-0.0002122688736533	4.5058074722077716e-08	0.0284387584462909	0.0023352510269369	-0.0006119176084573	3.744431595402239e-07	5.453397358809847e-06	0.0011479789827206	0.0002090506490397	1.3178557447682236e-06	4.370217386391984e-08	-0.0013013430959942	0.000106545406464	1.1351923638578981e-08	1.6934938534917695e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1900.0608261137315	-1.3062592838068667	1.7063133165316284	3610231.142931996	2313.316091285561	-0.3369011069248699	5351431.338200706	0.1135023558472026	1975.390967551242	-0.7039712627283734	0.4955755387473805	3902169.474683032	2057.169740566193	1680.6462701000007	0.658468	22.6672	0.0972568471896277	0.0454756663765201	-0.0063932727	-0.0115239615	-0.0155834929	-0.0003917926	0.0025433316	0.0012610109	-0.0119814141	-0.0151458373	0.0055224232	-0.0012973252	-0.0196738171	-0.0140563276	-0.0022548448	0.0205458815	-0.0197105696	-0.0203072896	0.0314567621	-0.0104976856	-0.0181223366	-0.0361269958	-0.0141972453	0.000964395	0.0025510071	-0.0112374998	0.0056818139	0.0059021587	0.0006299707	0.0138633334	-0.0176874709	-0.0039532334	-0.0198139821	0.032471814	-0.0098161529	-0.0173631265	0.0037560877	-0.0115070268	0.0083606529	-0.0109261322	0.015327885	-0.0132799091	0.0190761121	-0.0048250772	-0.0224484447	0.0189698005	-0.0068869215	-0.0026704011	-0.0103006418	0.0050901182	-0.0304364081	0.0024575021	-0.0034118797	0.019514584	0.0289301006	0.0336345223	0.0052259139	0.0192570259	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.1301647022769998	-0.0036201427435003	1.3105433483317949e-05	0.01694284971886	0.0323215723766594	-0.0107411057173863	0.000115371352032	0.0010446840408996	-0.148574004007493	0.0200639467814411	0.0004025619604485	0.0220742346668185	0.0018288614792351	-0.0005063895477018	2.564303740216338e-07	3.344734310229998e-06	0.0008912622557679	-0.0002567167269527	7.943484085564856e-07	6.590347789730713e-08	-0.0008078163317027	0.0004935267642915	2.4356866707203776e-07	6.525672257656066e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1898.322137622868	-1.7386884908635238	3.023037668261278	3603626.938189055	2305.8678912756577	-7.448200009903303	5317026.732016048	55.47568338752356	1974.2193171469007	-1.1716504043413352	1.372764669993214	3897541.912195975	2056.9587634369746	1675.017340659125	0.649534	22.359671	0.0535011476893269	0.0325668053911418	-0.0056535588	-0.0205731585	-0.0022412192	0.0130171011	-0.0175961937	-0.0072919575	0.0102334634	-0.0159053708	0.0064439141	-0.0112401607	-0.0105907274	-1.54582e-05	0.0059603859	0.0049795265	-0.0090990281	0.0050826194	0.020931539	0.0038230599	-0.016515265	-0.0205936647	-0.0152560167	0.0080072808	-0.0112504715	-0.0160239837	0.0017418676	-0.0121806159	0.0059672661	0.0138349838	0.0037227265	-0.0145435037	-0.0045599793	0.009942973	-0.0059716186	-0.0142477182	0.0068283973	-0.0109506855	0.0004737855	-0.0140115325	0.0229049825	-0.0103284169	0.0037709658	-0.0432663771	-0.002468515	0.0232334444	0.0234430381	0.0123616732	-0.025257673	-0.0049908635	-0.0192270636	0.0308572239	-0.0058784372	0.002370204	0.0184265341	0.044106198	0.0075976882	0.0093926353	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.1300766578791012	8.804439789861229e-05	7.751816001329165e-09	0.0169199369249967	0.0428961825507059	0.0105746101740465	0.000111822380333	0.0018400824774234	-0.1471800326746262	0.0013939713328667	1.943156076854397e-06	0.021661962018104	0.0020386605242056	0.0002097990449704	4.401563927053382e-08	4.156136732954251e-06	0.0009951533762446	0.0001038911204767	9.903302422510266e-07	1.0793364913904208e-08	-0.0013230166019458	-0.0005152002702431	2.6543131845856334e-07	1.7503729290242115e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1900.5336832696464	2.2115456467784043	4.890934147784511	3612028.281242489	2311.574796280771	5.706905005113185	5343378.038800487	32.568764737385926	1974.161092350992	-0.0582247959086998	0.0033901268586097	3897312.018552462	2058.060345135585	1672.7111733393897	0.613276	21.111494	0.049660252283468	0.0370892990585533	-0.00620219	-0.0074314755	-0.0214968602	0.0168967732	-0.0027223122	-0.0090695652	-0.0045107434	-0.0143532769	-0.0079574673	-0.0117567316	-0.0123117442	-0.0069967318	-0.0013028159	0.0056510024	-0.0305110036	-0.0009527731	0.0167604548	0.0014009828	-0.0251423306	-0.0228170519	-0.0146532888	-0.0026563391	-0.0170096772	-0.0247574963	-0.0026820492	-0.0235861866	0.0046770051	0.0323037215	0.0011132789	0.0096982869	-0.0021092409	0.0164101775	-0.004929574	-0.0159587821	0.0028810123	-0.0059165684	0.0045112405	-0.0212225263	0.0070400101	-0.0273576363	-0.0294178131	0.0032695153	0.0097458141	0.0296268771	0.0184849006	0.0136300949	-0.0295824859	-0.008271595	-0.0203574177	0.015722262	0.0063805229	0.0163963632	0.0159605712	0.0260253128	-0.0101329209	0.0036425972	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.1293001074552933	0.0007765504238078	6.030305607162173e-07	0.0167185177879503	0.0428762324348497	-1.995011585620432e-05	3.9800712267597503e-10	0.0018383713078072	-0.1846074923914002	-0.037427459716774	0.0014008147408507	0.0340799262470408	0.002047800714062	9.140189856400062e-06	8.354307061103858e-11	4.193487764512837e-06	0.0011480783900006	0.0001529250137559	1.31808398958637e-06	2.3386059832272777e-08	-0.001389677238874	-6.666063692819992e-05	4.443640515673291e-09	1.931202828244464e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1900.107533661612	-0.4261496080343931	0.1816034884278669	3610408.639477614	2311.8412694391213	0.2664731583504363	5344610.055081888	0.0710079441212566	1971.8832892942964	-2.277803056695575	5.188386765091704	3888323.706598094	2055.5336698976457	1682.1165117397677	0.625742	21.540625	0.0455112404497571	0.0233734664618614	-0.0067004564	-0.0123250333	-0.0143841321	0.0059830954	-0.0025075521	0.0017697527	-0.0035828225	-0.0065825937	0.0170943816	-0.0032730487	-0.0159520143	-0.0236487086	0.024610397	-0.0057146415	-0.0276140979	-0.022941526	0.0292233684	-0.0026755856	-0.0078626912	0.0073557671	-0.0055344735	0.0129392292	-0.0009287772	-0.0247163925	-0.0011629529	0.0103293034	-0.0152921825	0.0382517289	-0.0041425801	0.0080120883	-0.0334125549	0.0313233103	-0.0079488147	-0.0212331542	0.0054825432	-0.008133903	0.0075832619	-0.0131021486	0.002305066	-0.0275253365	-0.0027219334	0.0175343537	-0.0146285856	0.0287962287	-0.0005411587	0.0156349792	-0.0075225174	0.013931455	-0.0226935995	0.0160574843	0.0164098164	0.0073016333	0.0172568565	0.0380105353	-0.0081987228	0.0007772232	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.1175958791163935	0.0117042283388997	0.0001369889610091	0.0138287907851574	0.0429539306985304	7.769826368070332e-05	6.0370201789961e-09	0.0018450401624541	-0.1685819060539586	0.0160255863374416	0.0002568194174587	0.0284198590487857	0.0018297145412121	-0.0002180861728498	4.756157878831642e-08	3.347855302323005e-06	0.001071784774268	-7.629361573259995e-05	1.1487226023527078e-06	5.820715801553623e-09	-0.0013299824772618	5.969476161220007e-05	3.5634645639373947e-09	1.768853389823434e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1897.1006799106344	-3.006853750977598	9.041169479768053	3598990.989717392	2309.6174130709664	-2.223856368154884	5334332.594760623	4.945537146183031	1970.812897928645	-1.0703913656514032	1.145737675661076	3884103.478641904	2053.910734466989	1684.5576778190666	0.647618	22.293695	0.0555274927173283	0.0301574868012306	-0.0056299451	-0.0328992366	-0.0021840654	0.0101714752	0.0003782556	-0.0034764389	-0.0163937802	-0.0095594184	0.0072419207	0.0007334902	0.0020056487	-0.0135983073	0.0143262821	0.0115622126	-0.0112210345	0.01285697	0.0042733294	0.0606885433	0.0037273246	0.0001507786	-0.0061705662	0.0013808071	0.0013614087	-0.0057503591	-0.007879455	0.0278201807	-0.0013545302	0.0111632477	-0.0164586071	-0.0293849536	0.0184276307	0.0245916566	-0.0072562485	-0.0228804967	0.0060148986	-0.0099353693	0.0112061257	-0.0105285727	-0.0003566252	-0.0088986797	0.023164586	-0.0296950961	-0.0136172556	0.0210436372	0.010124671	-0.0005683498	-0.0125431543	0.0007055827	-0.0252570271	0.0126749449	-0.0122791103	-0.0093107264	0.0348483496	0.0318622962	0.0100400976	0.0281128763	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.1057071191892049	0.0118887599271886	0.0001413426126063	0.0111739950472807	0.0296879645345171	-0.0132659661640133	0.0001759858582647	0.0008813752382027	-0.173329966065495	-0.0047480600115364	2.254407387315113e-05	0.0300432771362656	0.001828947821596	-7.667196160999167e-07	5.878589697124035e-13	3.345050134120754e-06	0.0009651557690453	-0.0001066290052227	9.315256585214244e-07	1.1369744754782609e-08	-0.0009248840698088	0.0004050984074529	1.6410471972095676e-07	8.554105425860892e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
