global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88
1800.995490261123	n/a	3243584.755940903	n/a	2611.420985775902	n/a	n/a	6819519.564950784	2013.4008275763304	n/a	4053782.892485052	n/a	2181.5408549896656	1731.8464433719555	n/a	n/a	n/a	n/a	-0.0008228851	0.0304209667	-0.0367688265	0.0312379661	0.041253052	-0.0675019251	0.0191254459	0.0029247097	0.0011521738	0.0005631761	-0.0107417697	0.0100808834	0.020666614	-0.0104467676	-0.026113773	0.0044366157	0.0422796611	0.0036396041	0.0318170457	-0.0002554967	0.0154636554	-0.0436150037	0.0214393635	-0.0216267182	0.0201726662	-0.0019296017	0.0315703176	0.042351086	-0.0142875886	0.0055534052	0.0215963518	-0.0690407229	0.0111127559	-0.0002910497	0.0053930653	-0.0255099074	-0.0318157013	0.0390562886	-0.0136571332	0.0376273007	-0.0600369187	0.0212824608	-0.0023877927	0.0115892492	-0.055666214	0.0106948119	-0.0297231996	0.0144869604	-0.0359350894	0.0413325761	-0.0018466763	-0.0379844281	0.0526683235	0.0045216468	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0444549406889365	n/a	0.0019762417516568	n/a	0.0367934626370072	n/a	0.0013537588928208	n/a	-0.0927469300773111	n/a	0.0086019930387656	n/a	9.995438401915312e-05	n/a	n/a	9.990878884648333e-09	0.0003425132897432	n/a	1.1731535365070926e-07	n/a	0.0002659828620801	n/a	7.074688292032152e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1807.249831943709	6.254341682586073	3266151.9550605644	39.1167898825336	2562.112923322405	-49.30806245349686	2431.2850229179467	6564422.631855681	2010.060445077849	-3.340382498481404	4040342.99286656	11.158155236160864	2167.0263121095422	1702.4544169846806	1.003969	37.785095	0.1172627672279223	0.0742520960942542	-0.0085231127	0.0257037563	-0.019134146	-0.0258523852	0.0250460556	-0.0170729573	0.0128335313	0.0047473274	0.0603818281	0.0121539249	-0.0010163389	0.0164350329	0.0309385162	-0.0075795524	-0.050180885	-0.0215305726	0.0232801115	-0.0114600919	0.0490356508	0.0115042989	0.0204221875	-0.024749454	0.0213730628	0.015967373	0.0410328631	-0.035284096	0.0147886161	-0.0141300278	0.048702775	-0.0085812461	0.0178895625	-0.0417090005	0.0132551152	-0.0222847537	0.0149698197	-0.0264972621	-0.0060293217	0.0274125343	-0.0204178816	0.0607738958	0.0364452449	-0.0350449983	0.0364591797	0.0196651433	-0.0096128702	0.06167472	0.0181827608	0.0168360906	0.0289142731	-3.89822e-05	-0.0058716401	-0.0197519233	0.0144399556	0.0262115116	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0448208429890257	-0.0003659023000891	0.0020089079662468	1.3388449321056537e-07	0.0072498334324819	-0.0295436292045253	5.256008479873229e-05	0.0008728260265744	-0.1083761455317713	-0.0156292154544602	0.0117453889203236	0.0002442723757219	-0.0011440785885996	-0.0012440329726187	1.5476180369626513e-06	1.3089158168920528e-06	0.0003502431641908	7.72987444759999e-06	1.226702740623837e-07	5.975095897565925e-11	0.0004487004203907	0.0001827175583106	2.0133206725879093e-07	3.338570611498751e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1806.546919870308	-0.7029120734009666	3263611.773692897	0.4940853829328459	2577.077064005534	14.96414068312879	223.92550638447017	6641326.193823382	2021.0690792879032	11.008634210054195	4084720.223253653	121.1900271707756	2173.9223650579584	1709.469694892025	0.764922	28.788363	0.0946121651204942	0.0588737928276858	-0.0083011071	0.0277767221	-0.0296389618	3.60299e-05	0.0218014159	-0.015311067	0.0048545541	-0.0254196793	0.0284885149	0.0009752674	-0.0369545236	0.037897465	0.0249013824	0.0470415875	-0.0314635274	-0.01313619	0.0545797176	0.0179249099	-0.0460678082	0.0131641464	0.0138006082	-0.0541105436	0.0100733722	0.0392051263	0.0008808594	-0.0113685077	0.0240426193	-0.0005813756	0.0202675249	0.0217106388	0.0188958092	-0.0478033678	0.0056835631	-0.0069041229	0.0046335396	-0.0131842647	-0.0193897359	0.0230008736	-0.0143503433	0.0287725884	-0.0206410989	0.0074652079	0.0110705897	-0.0017777621	-0.0090773379	0.0440388382	-0.0149834336	0.0114226424	-0.0194717102	0.011497129	-0.0033566006	-0.0401233151	0.0205844954	0.006603552	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0384697828040856	0.0063510601849401	0.0014799241889935	4.033596547273143e-05	0.0291758240741586	0.0219259906416766	0.0008512287104062	0.0004807490656188	-0.1224130528504687	-0.0140369073186974	0.0149849555081716	0.0001970347670737	-0.0002100589932655	0.0009340195953341	8.723926044680761e-07	4.412478065171537e-08	0.0003389634526234	-1.12797115674e-05	1.1489622221437594e-07	1.2723189304373734e-10	0.0003480355877886	-0.0001006648326021	1.211287703673563e-07	1.0133408522808824e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1807.4825205570737	0.9356006867656106	3266993.062119352	0.8753486450762822	2585.569545491536	8.492481486001907	72.12224179008516	6685169.874573307	2010.4149230310013	-10.654156256901842	4041768.162745747	113.51104554648067	2172.8220722773303	1733.7234786614797	0.652859	24.570801	0.0625329297752284	0.0309952924967339	0.0019443629	0.0320401748	-0.0178437889	0.0136036107	0.0284658707	-0.0417706077	-0.0078992127	-0.0023858513	0.0478035428	0.0127560313	-0.0140820209	0.0025677785	0.0252516309	0.0099725524	-0.0327482801	-0.0082778687	0.003674625	-0.0159471047	-0.03068291	0.0105240565	0.0134708122	-0.0323257048	0.0173682734	-0.0069495286	0.0293526528	-0.0358326421	0.0255668809	-0.0057382945	0.039206104	0.004939887	0.0199034821	-0.0391493114	0.0098726437	-0.0184261704	0.01195419	-0.0268449604	-0.0143699622	0.0255288478	-0.0198986753	0.0468463116	0.0154010422	-0.0279089102	0.021080308	0.0093872497	-0.0227183913	0.0445184785	0.0018721773	0.0114452515	0.0169607055	-0.0038458186	-0.0095570796	-0.0238730735	0.0225494091	0.0172050031	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0361773179463966	0.0022924648576889	0.0013087983337946	5.255395123739034e-06	0.0179074534354413	-0.0112683706387172	0.0003206768885424	0.0001269761768515	-0.1333532515741708	-0.010940198723702	0.017783089705404	0.000119687948114	-0.0006651165094736	-0.0004550575162081	2.0707734305748526e-07	4.4237997117434555e-07	0.000615874674601	0.0002769112219776	3.793016148148877e-07	7.667982485712769e-08	0.0003767047607053	2.866917291670005e-05	1.4190647673803736e-07	8.219214757276476e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1802.460891426609	-5.021629130464817	3248865.2651224057	25.21675912393283	2580.277566673642	-5.291978817893778	28.005039809036425	6657832.321079251	2015.255182165139	4.840259134137796	4061253.449243448	23.42810848560436	2171.992272677487	1703.402048040232	0.705071	26.535852	0.1111515619546717	0.053112555487682	-0.0082578064	0.0238775444	-0.0534559396	0.0088612882	0.0168050417	-0.0083248695	-0.0001581786	-0.0140288675	-0.0026328576	0.0105361064	-0.0139477605	0.0202210699	0.0268054834	0.0289998782	-0.0312852497	-0.0115556143	0.0375672191	0.0081252659	0.0058389464	0.0134901814	0.0207313412	-0.0338190106	0.0102306552	0.0145438787	0.0148922952	-0.0274726363	0.0154684642	0.0215321063	0.0184904821	0.0173689415	0.0199839286	-0.0415425752	0.0062503857	-0.0060877135	0.0069809412	-0.0121761283	-0.0142655067	0.0165095664	-0.0150593466	0.0245290022	-0.0147626487	0.0208651041	0.0259519167	-0.014481046	0.0129838491	0.0281226478	-0.0192929847	0.0083253763	-0.020867073	0.0167908861	-0.0102539858	-0.0249545318	0.0235801976	-0.0006244022	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0292624833704735	0.006914834575923	0.0008562929330072	4.781493721238159e-05	0.0331561383925134	0.015248684957072	0.0010993295131035	0.00023252239292	-0.1024730141162493	0.0308802374579214	0.010500718622069	0.0009535890654576	0.0001229196614161	0.0007880361708897	6.210010066305005e-07	1.5109243162648664e-08	0.0003390291291782	-0.0002768455454228	1.1494075043132864e-07	7.664345602044763e-08	0.0004739791436679	9.727438296259996e-05	2.2465622863215573e-07	9.462305580754557e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1803.4421892988728	0.9812978722638944	3252403.730143111	0.9629455141096468	2556.398892357236	-23.878674316405977	570.1910871089865	6535175.296845303	2014.0010736148688	-1.2541085502703029	4056200.324521844	1.5727882558610802	2169.145147245224	1690.8395192649662	0.674319	25.378479	0.0800504879765937	0.0427354301748282	-0.0090943601	0.0231995655	-0.041771882	-0.0204248102	0.0136167435	0.0213297424	0.0077066333	-0.0079713246	0.0485184702	0.0026736803	-0.0108335484	0.0312282001	0.0269752388	-0.0068666144	-0.0454995335	0.0230502865	-0.0049475738	-0.0138608939	0.0259960908	0.0063911634	0.0244661039	-0.0372315377	0.0236041116	0.0122354103	0.0221912434	-0.0342933061	-0.0053840267	-0.0145192421	0.0293869968	0.0091280838	0.0162347624	-0.0362790951	0.0072294728	-0.0124349515	0.0126031817	-0.0198075072	-0.0193357569	0.0221750761	-0.0170850815	0.037170041	-0.001225974	-0.0001411791	0.0115476512	0.012261854	-0.0178100668	0.0311374451	0.006636192	0.0153778547	0.007125459	0.0030321919	-0.0081163683	-0.0233746072	0.0212808666	0.0180908729	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0389331072049543	-0.0096706238344807	0.0015157868366324	9.352096534802806e-05	0.0397683276503642	0.0066121892578508	0.0015815198841067	4.372104678163752e-05	-0.1422321692865864	-0.0397591551703371	0.0202299899799681	0.0015807904198589	-0.0001851095097588	-0.0003080291711749	9.488197029469586e-08	3.426553060314328e-08	0.0003389399000708	-8.92291073999814e-08	1.1488025586000393e-07	7.961833607397415e-15	0.0006460311376641	0.0001720519939962	4.173562308315713e-07	2.960188863806845e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1805.3546415071253	1.912452208252489	3259305.3816113207	3.6574734488498217	2555.5596012660435	-0.8392910911925355	0.704409535755157	6530884.875623059	2014.2835516508392	0.2824780359703709	4057338.226451119	0.0797938408056781	2163.2047761890985	1687.5555637534087	0.6327	23.812117	0.056578876057013	0.0260010277584589	-0.0111849243	0.0226443787	-0.0555251107	-0.00922125	0.0212976409	0.06948613	0.0007505062	-0.0321625533	0.0230400363	-0.0105944673	0.0011363574	0.0329705914	0.0249465534	0.0057328211	-0.0261876495	-0.0119503137	0.0515258266	0.0039144427	-0.0090537802	0.0030198731	0.0333939074	-0.0215866712	0.0042050319	0.054150556	0.0047936743	-0.0153040706	-0.0024907074	0.0068283118	0.0199385804	-0.0016187019	0.0161621676	-0.036873321	0.0021324641	-0.0087719925	0.0056960965	-0.0136092175	-0.0109923079	0.0165135728	-0.0072573312	0.0249832346	-0.0072234934	0.0120423545	0.0132194574	0.0003881389	-0.0100996231	0.0354225226	-0.0042654758	0.0239072832	-0.0130336565	0.0077356963	-0.0015590914	-0.0232719875	0.0140164203	0.0116728133	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0291319571319235	0.0098011500730307	0.0008486709263362	9.606254275407162e-05	0.0397122848706317	-5.604277973249999e-05	0.0015770655696462	3.1407931601455117e-09	-0.1303053718173217	0.0119267974692647	0.0169794899244504	0.0001422484978728	-0.0004051071540891	-0.0002199976443303	4.839896351088119e-08	1.6411180629416982e-07	0.0005549212601252	0.0002159813600544	3.079376049389399e-07	4.664794789094837e-08	0.0003861124273491	-0.000259918710315	1.4908280655341405e-07	6.755773597181288e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1807.7231760751688	2.368534568043515	3267863.081319296	5.609956000017079	2565.7556374686105	10.19603620256703	103.95915424405749	6583101.991201956	2005.8198729606063	-8.463678690232882	4023313.362763703	71.6338569715022	2156.92417311995	1706.2451964709608	0.658039	24.765759	0.0707721396986122	0.0403156316434322	-0.0030269188	0.0250628887	-0.0076893688	0.0194738674	0.0405843136	0.0491330164	-0.0138457969	0.0242557389	0.0362130303	0.0150263761	0.0064934012	-0.0128727728	0.0058143865	-0.0141006219	-0.0459322451	0.0202336485	0.0352642919	-0.019652077	0.0320349282	0.0188908627	0.007888209	-0.0100665959	-0.0053238207	0.023649809	0.0252461942	-0.0458098403	0.0244811713	-0.0165417547	0.0490393547	-0.0187288236	0.01231591	-0.0255406363	0.0095047538	-0.0190896497	0.0040413007	-0.027312833	-0.003757416	0.020951941	-0.0145758541	0.0506020694	0.0317139444	-0.0151160051	0.0035041371	0.0228777594	-0.0326730886	0.0420781455	0.0049090494	0.0221048271	0.005366008	-0.0047175279	0.0096568026	-0.0061299932	0.0211348042	0.0214845182	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0305604685166684	-0.0014285113847448	0.0009339422359582	2.0406447763457904e-06	0.0400570281185537	0.000344743247922	0.0016045655016906	1.1884790698781225e-07	-0.147923936470292	-0.0176185646529702	0.0218814909808669	0.0003104138204308	-0.0011241948398987	-0.0007190876858096	5.170870998830061e-07	1.263814038054864e-06	0.0006706751686706	0.0001157539085453	4.4980518187133773e-07	1.3398967343536816e-08	0.0005788772412536	0.0001927648139045	3.350988604413786e-07	3.7158273479636514e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1807.3493858889424	-0.3737901862264152	3266511.8026731373	0.1397191033191782	2579.209085373652	13.453447905041685	180.9952605336705	6652319.506073992	2012.062129906968	6.242256946361749	4048394.0146057648	38.96577178440151	2161.434975297484	1698.8286577585454	0.684161	25.74889	0.0908613508060879	0.0420662494404753	-0.0077018118	0.0206965074	0.0029167063	0.0226971419	0.0468956632	0.0109168968	0.0318209918	0.0069072378	0.0253390676	0.0166892274	0.0095752116	0.0291721438	0.014940442	0.0402385938	-0.0163345899	-0.0262108846	0.038939349	0.0154194372	0.0087658984	0.0305304599	0.0201426597	-0.0122213899	-0.001350113	0.0686203241	-0.0028236315	-0.0212186069	0.0100692337	0.0131043105	-0.0132687143	0.0089120954	0.0170374548	-0.0269987398	0.0068871809	-0.0139369631	-0.0027319619	-0.0081348012	0.0022057159	0.0122262616	-0.0142206356	0.024776954	0.0185205993	0.0235528252	0.0013426621	-0.0162679873	0.0157726614	0.0416580368	-0.0168978509	0.0211629792	-0.0349113955	-0.0031718418	0.009702786	0.00021019	-0.0149133321	-0.0095255876	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0215815694235885	0.0089788990930799	0.0004657641387851	8.062062892371105e-05	0.0397667163401962	-0.0002903117783575	0.0015813917284816	8.428092865309705e-08	-0.1182715129318765	0.0296524235384155	0.013988150771195	0.0008792662217015	-0.0007380376352394	0.0003861572046593	1.4911738671028458e-07	5.446995510297657e-07	0.0001838476910243	-0.0004868274776462	3.379997349496648e-08	2.370009929914587e-07	0.0004130675956345	-0.0001658096456191	1.706248385632668e-07	2.7492838580331533e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1811.308319125828	3.958933236885514	3280837.826934432	15.673152374116812	2573.0742146809894	-6.134870692662844	37.63663841569348	6620710.91425619	2009.5277203131905	-2.534409593777582	4038201.658707128	6.423231989031848	2162.27469321473	1715.8509914459491	0.65137	24.514774	0.0925667824416317	0.0552355925432778	3.03891e-05	0.02152344	-0.0028146108	0.0164298594	0.0516689743	0.0246957327	0.008986929	0.0035710583	0.0326764693	0.0051951292	-0.0141749118	0.0055925429	0.0092065659	0.0104566925	-0.0265483624	-0.0132676766	0.0050276193	0.0041501151	-0.0175851807	0.0063334947	0.0031428479	-0.0193281139	0.0031310486	0.0271268584	0.0133596834	-0.0134079385	-0.0001392745	-0.0125313354	0.0154719416	-0.0037975538	0.0097792337	-0.0177472383	0.0090148284	-0.0199575984	-0.0001522895	-0.0200867567	-0.0025811372	0.0146616706	-0.0146298201	0.0388939712	0.0308616178	-0.0155198771	-0.0165123999	0.0082082348	-0.0279063381	0.0302523621	-0.0029095245	0.017822519	-0.0034856659	-0.0111326003	0.0029595606	0.0093877352	0.0004662855	0.0057809676	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0235958607637911	-0.0020142913402026	0.0005567646451842	4.057369603215187e-06	0.0398337990477131	6.708270751690226e-05	0.0015867315465735	4.5000896477982555e-09	-0.1639560240686037	-0.0456845111367272	0.0268815778283845	0.0020870745578017	-0.00037915269403	0.0003588849412094	1.2879840102687454e-07	1.4375676539020677e-07	0.0006959166050879	0.0005120689140636	4.842999212370682e-07	2.622145727502746e-07	0.0004381316855052	2.506408987070001e-05	1.9195937384362746e-07	6.282086010465267e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
