global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
1515.968093360813	n/a	2298159.260088019	n/a	1712.2255261149628	n/a	n/a	2931716.252279661	1439.9480693892926	n/a	n/a	2073450.442537951	1525.611377012162	1282.2651885582418	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.035009988509131	n/a	0.0012256992954094	n/a	0.0003250896276227	n/a	1.0568326598786574e-07	n/a	-0.0978507107514801	n/a	n/a	0.0095747615945698	0.002177014737305	n/a	n/a	4.739393166443159e-06	5.499808351272506e-05	n/a	n/a	3.0247891900726804e-09	-0.0004610603060161	n/a	n/a	2.1257660578365978e-07
1512.5093919722042	-3.4587013886089157	2287684.660804127	11.96261529556524	1714.946063313263	2.720537198300235	7.401322647335292	2941040.0000736583	1439.7008646781871	-0.2472047111054962	0.0611101691927518	2072738.57975512	1526.0673817679994	1290.8315367395735	1.126673	33.664707	0.118070354796556	0.0505121214186358	-0.081176675	-0.0074780841	0.0942944164	-0.1160350147	0.002095045	0.0952564596	0.0272542871	0.0072857823	-0.0150273691	0.0843526717	0.0058653912	0.0319998206	-0.1025374059	-0.0815270632	-0.0985156133	0.091926517	-0.0634651247	-0.1066194097	0.1617762889	-0.119923399	-0.0266127962	0.0905324963	-0.0308962641	0.0537742448	-0.0723858308	0.0704253888	0.0514041444	0.075685355	0.0111836196	-0.061037121	-0.0063077414	-0.058506208	-0.0573209415	0.0956970427	-0.0024607564	-0.060133258	-0.1302005144	0.0314010387	-0.0552249823	0.0250560608	-0.0554898853	0.0738786804	0.0555859304	-0.0425730709	0.0353818059	0.0839336104	-0.0789067641	0.0924589187	-0.014506618	0.0871788018	-0.02865637	0.0984134037	-0.1627953788	0.0907371185	-0.0542250042	0.1652542434	-0.0386790435	0.0029260653	-0.0393644061	0.0403117153	-0.0516156931	0.0513411037	-0.1905180998	0.1033433969	-0.0349130537	0.1258415282	-0.0115620382	0.0762674343	-0.0528949492	0.0313081847	-0.0389284832	0.0555200889	-0.0506198655	-0.0800802075	0.0915585431	-0.0581060557	-0.0155975277	0.0151247268	0.0209294849	-0.0267378464	-0.087293851	-0.0160349137	0.0174869675	-0.0145483609	0.235214271	-0.0632307236	0.0028385679	0.0330330562	-0.0124292626	0.0503121204	-0.1037322495	0.1149318774	-0.2408983005	0.1333622967	-0.0147248424	0.0196059266	-0.1860283577	0.0076390914	0.1410366368	-0.1193232067	0.012751317	-0.0001596429	0.1414314857	-0.0617307438	0.0817849534	0.0817815676	0.0817759247	0.0817680248	0.0817578682	0.0817454551	0.081730786	0.0817138611	0.0	-0.0010451915369174	0.0339647969722136	1.092425348843757e-06	0.0011536074333636	-0.0099913076433324	-0.0103163972709551	9.982622842371246e-05	0.0001064280526521	-0.1095325798822912	-0.0116818691308111	0.0001364660663893	0.0119973860556705	0.0019437817222208	-0.0002332330150842	5.439763932526674e-08	3.7782873836396593e-06	-0.0004639248131632	-0.0005189228966759	2.692809726945329e-07	2.1522623226851005e-07	-0.0009510502227075	-0.0004899899166914	2.400901184592451e-07	9.044965261119853e-07
1505.247326922049	-7.262065050155115	2265769.515205974	52.73758879268442	1706.4354027754423	-8.51066053782074	72.43134279001922	2911921.783845386	1441.0326428950227	1.3317782168355734	1.7736332188377395	2076575.077889014	1523.6870368321736	1219.9196576892627	1.176739	35.160648	0.1080652687210907	0.055018634513549	-0.0118227803	0.0932274065	-0.0115876663	-0.0695799369	0.1091373269	0.05515201	0.0116987442	0.0798537992	-0.1739070431	0.1016752382	0.0917819684	-0.0540053672	-0.0235361112	-0.0387013115	0.0254396983	-0.0127604876	0.0148017638	-0.058243424	0.1552210964	-0.1374232137	0.0401241925	-0.0114963687	0.0627082591	-0.0269281756	-0.1300263357	-0.1407863996	-0.033807157	-0.057302457	0.0731687378	0.0059355234	-0.046590239	-0.0475848515	0.0370853901	0.1248528243	-0.0544891397	0.0418799016	-0.0023785168	0.0100161424	0.00686255	-0.0401433663	-0.0159773976	0.1123036722	0.0548094638	0.0548883267	0.0346449452	0.0203643528	-0.0396234689	0.0983992135	-0.1291546514	0.071356671	-0.101411382	0.1489264891	-0.0279266381	0.0119270437	0.0360172225	0.1710578252	0.0699937011	0.0035083097	-0.0221406559	0.0516846232	-0.0178603708	-0.0164284678	-0.1007043769	-0.0073620674	0.0862720913	-0.0427035559	0.0583387845	-0.0351930066	0.0122452163	0.0280962769	-0.0014069511	0.0575027769	-0.032104581	-0.0523812647	-0.0004652365	-0.089380478	0.1157323815	-0.0934472566	0.0518453488	0.1123299092	-0.0477239633	0.0834854742	0.0786396115	-0.0678220515	0.149887504	-0.0095228288	-0.0765450708	-0.0910341607	-0.0558541991	0.0484300734	-0.0442690135	0.1611137028	-0.0644445385	0.0921985246	0.0232342441	-0.0265637515	-0.1085348293	-0.0572480695	0.0889564267	-0.1080787178	0.0708806234	-0.0525129151	0.0865348327	-0.0813200703	0.0817759247	0.0817454551	0.081694681	0.0816236149	0.0815322745	0.0814206823	0.0812888663	0.0811368591	0.0	-0.0064523703868957	-0.0054071788499783	4.163308360968857e-05	2.9237583115652648e-05	0.0096541069666358	0.0196454146099682	9.320178132324588e-05	0.0003859423151975	-0.075509358213452	0.0340232216688392	0.0011575796127269	0.0057016631778074	0.0013278502781164	-0.0006159314441044	3.793715438365317e-07	1.7631863610938003e-06	-0.0004899074911581	-2.5982677994899992e-05	6.750995557866602e-10	2.400093498928238e-07	-0.0006131752729607	0.0003378749497467	1.1415948166640257e-07	3.7598391537042897e-07
1507.05419947016	1.8068725481109595	2271212.360140645	3.264788405116992	1692.636778370434	-13.79862440500824	190.402035470489	2865019.263492242	1438.5278203092664	-2.504822585756301	6.274136186114882	2069362.2898037287	1519.614565713065	1238.5382367481905	1.183083	35.350208	0.0696135143889994	0.0495251809356042	0.0640488761	0.0229419159	0.011955713	0.0101463853	-0.0289397664	-0.0606252118	0.0211355923	0.0701578463	-0.0306570608	0.0466432265	0.0506261468	0.043387026	-0.1002382808	-0.000900404	0.0779566185	-0.0264032874	0.0498138534	-0.0393548776	0.0789866383	-0.0260497153	0.0081830343	0.0177386769	-0.0647369098	-0.0034749747	0.0339253184	0.0631370388	0.0319581924	0.0702738052	-0.0064421885	0.0112283468	0.0227026364	-0.0303667789	-0.0922057532	-0.0425548241	-0.0152393191	0.0773232846	-0.0873176494	-0.0399285	0.0175195999	-0.0790568747	-0.011138704	0.0097763574	0.0775965559	-0.0261272902	-0.0339792887	-0.0594720255	0.0208566996	0.0273842672	-0.0522545378	0.059210486	0.0391686293	0.014771336	-0.0808089208	-0.0465756548	0.0335193836	-0.0405894488	-0.0372628429	0.0210942812	-0.0732571307	-0.0116998555	0.1066634508	-0.0543574565	-0.00759433	0.0232159657	-0.0133978082	-0.0251967286	0.0377859366	-0.0147532051	-0.0648056821	0.1172601517	0.022807289	-0.0258020099	-0.0300348284	-0.080965783	0.0821567301	0.0635178846	-0.0117577914	-0.0240461329	0.0488712919	0.0046362377	0.0738604307	0.0351435815	-0.0219150722	-0.0601479565	0.0205604375	-0.1036217984	0.0043358529	0.0212073151	0.0332061848	0.0659577592	-0.1206249111	0.0636107255	0.0591587015	0.0514399334	0.0125236745	0.0221226316	-0.0094625361	0.0313713267	-0.0391158925	-0.0651213518	0.0853598144	-0.0539875174	0.0355968668	-0.0152361271	0.0817578682	0.0816732462	0.0815322745	0.0813350502	0.0810817094	0.0807724271	0.0804074164	0.0799869293	0.0	-0.0077729111684874	-0.0013205407815916	6.041814803319616e-05	1.743827955846817e-06	0.0065169931317399	-0.0031371138348959	4.247119947914503e-05	9.841483213095262e-06	-0.0495763858446451	0.0259329723688069	0.0006725190558813	0.0024578180334171	0.0005643439573095	-0.0007635063208068	5.829419019120887e-07	3.184841021517468e-07	-0.0005021758514089	-1.226836025079996e-05	1.5051266324340847e-10	2.521805857382536e-07	-0.0006218583399771	-8.683067016399914e-06	7.539565281129212e-11	3.867077949990744e-07
1508.8092751799295	1.7550757097694714	2276505.4288689843	3.0802907470228136	1702.8135721572978	10.176793786863756	103.56713178034872	2899574.061523097	1437.7465533326003	-0.7812669766660747	0.610378088828949	2067115.151619772	1521.5989760898408	1265.7761575900806	1.116186	33.351341	0.0620438174911566	0.0367309706149416	0.0251799372	-0.0262746448	0.0889418522	-0.0712529203	-0.0595898143	-0.0262005584	0.066296351	-0.0785769484	-0.0447335696	-0.0016791489	0.0282745067	0.0542970926	-0.0506916333	-0.0491119176	-0.0324153458	-0.0524999633	-0.0396934233	0.0328876319	-0.0147336188	-0.057106522	-0.018429409	0.089251091	-0.0637980283	-0.0831565389	0.0020222929	0.0542123047	-0.0496052618	0.0851111359	0.038529218	-0.0168857912	-0.0860367529	-0.0022916511	0.0256373351	0.027811826	0.0531967128	0.0481754914	0.0542901367	0.0072212445	0.0289655348	0.1014142504	-0.0888018079	-0.0546807045	-0.0183800557	0.0798696571	0.0785396817	0.0348834264	0.0511695222	0.0337825334	0.0472056366	0.0142616573	0.0306439657	-0.0229699081	-0.0764074193	-0.0660844666	-0.0126533093	0.0094531424	-0.06012874	-0.0578280186	0.0127461868	-0.0687012759	0.013218875	0.0150056722	-0.0897822521	0.0616229922	0.0756502714	0.0676619772	-0.0104370124	-0.0083556228	-0.0125015073	0.0087653311	0.0090619023	-0.058190347	0.0075303147	-0.0403441132	-0.081790754	-0.0841787913	0.0826057099	-0.001159204	-0.0551803791	0.0394994661	-0.0561061889	-0.0430102993	-0.0694556734	-0.0389445261	0.0381606249	0.0039977464	-0.0245676121	0.0463815204	0.0145607362	0.027086177	-0.0120993094	0.0008140576	-0.1279948086	0.1014942902	-0.0442888557	0.040998042	-0.0647209943	0.0500569264	0.0418894957	0.0190046243	0.0061368604	-0.0010259371	-0.0788690677	0.0128840336	0.081730786	0.0815649727	0.0812888663	0.0809028402	0.0804074164	0.0798032648	0.0790912023	0.0782721918	0.0	-5.3325939319393e-05	0.007719585229168	2.843655804295584e-09	5.959199611038887e-05	-0.0005059218873526	-0.0070229150190924	2.559569561024169e-07	4.9321335365395005e-05	-0.0457479501417239	0.0038284357029211	1.465691993140173e-05	0.0020928749421696	0.0012199034387565	0.0006555594814469	4.297582337150594e-07	1.4881643998899336e-06	-0.0003433455268258	0.000158830324583	2.522707200717289e-08	1.1788615079128616e-07	-0.0005667905152077	5.506782476939992e-05	3.032465324833335e-09	3.212514881294101e-07
1507.2272523443405	-1.5820228355889867	2271733.9902094705	2.5027962523250182	1705.6504520643623	2.836879907064485	8.047887607106203	2909243.4646273637	1437.8605122345173	0.1139589019169307	0.0129866313261126	2067442.8526433085	1521.528264045715	1257.32226911657	1.133126	33.857529	0.068407707191034	0.0371030563446988	-0.1099868669	-0.014798364	-0.0220865547	-0.0402573182	-0.0088962744	0.1204388674	-0.0545257826	0.0311966696	-0.0369147419	0.0008151421	0.0529662923	0.0595563972	-0.0210228167	0.0685530185	0.0001663931	0.0794070197	-0.0236887357	-0.093803733	0.084865941	0.114317163	0.0268490599	-0.0464784429	-0.0693758612	-0.0503168962	0.0562731332	-0.0223321958	0.0311225662	0.0046993791	-0.0790491467	0.0499124201	0.1361973322	0.0087424802	0.0009873629	-0.0543738519	-0.034071882	0.0340632659	0.0287041091	0.0923289659	-0.0083829756	-0.0027628983	0.0349963095	0.0255663458	0.065972813	-0.1252329395	-0.0250681539	0.0408104149	-0.1279498012	0.0158783099	7.94558e-05	0.0488265852	0.0461789383	-0.0484983575	-0.0406064759	-0.0231356667	0.1028295837	0.0500026381	0.0171897209	0.050109095	-0.0200780485	-0.0980139967	-0.0772037195	-0.0226739469	0.0682096663	-0.0302848138	-0.0995599407	-0.0530806684	0.0124663065	-0.0388329041	-0.0273395701	0.0913333942	0.0191345051	0.0202771775	-0.0450455885	0.1044233359	-0.0141405193	0.0271178088	0.043340208	0.0016982339	-0.0052259935	-0.1278629077	-0.0602381554	0.0307316702	0.0050664039	0.0784623673	0.053170391	0.0033735241	-0.0623222739	-0.0394773432	0.0516716446	-0.0342067604	0.0262613708	0.0297447545	-0.037899906	0.0005904065	-0.0084500554	-0.0160641106	-0.0306679637	-0.0128801834	0.1043552685	-0.021930369	-0.1229810899	0.0470387635	0.0671772729	0.0168718935	0.081694681	0.0814206823	0.0809646984	0.0803277484	0.0795112559	0.078517046	0.0773473408	0.0760047548	0.0	-0.0022523590297822	-0.0021990330904628	5.073121199041413e-06	4.835746532950404e-06	-0.0096341110482569	-0.0091281891609042	9.281609569014564e-05	8.332383735725072e-05	-0.0231855468784019	0.0225624032633219	0.0005090620410167	0.0005375695840505	0.0007083607736394	-0.000511542665117	2.6167589823510537e-07	5.017749856310094e-07	-0.0005056951765212	-0.0001623496496954	2.63574087562191e-08	2.557276115568077e-07	-0.0005503211964933	1.64693187144e-05	2.7123845891648604e-10	3.0285341930981734e-07
1505.426592639857	-1.8006597044834507	2266309.22582725	3.242375371350428	1701.9311018179585	-3.719350246403792	13.833566255423948	2896569.47533529	1436.4258778553135	-1.4346343792037717	2.0581758019933907	2063319.302572408	1516.0228212901525	1213.7251090060963	1.218673	36.413639	0.0673029558910573	0.0308580378479907	0.0475428916	0.0937289857	-0.0388928113	0.029650863	0.0485355062	0.0012419374	0.0337998075	0.101296619	-0.0205573654	0.014586871	0.0322221692	-0.052316756	0.0488944359	-0.0305232642	0.0642701919	0.0146260066	-0.0066587658	-0.0127781717	0.0620251153	-0.0606838804	-0.0207605981	-0.0824235342	0.0102342595	-0.089785723	0.0012607112	0.0141324326	-0.01692022	-0.0575379264	0.0209336398	0.0526826801	-0.028959615	-0.0263315315	-0.1062637583	-0.0295621102	0.0266294621	-0.0225825974	-0.0653207522	0.0613134581	-0.0012007579	-0.0862385933	0.0336057264	-0.0711808649	-0.0573751544	-0.0340524735	-0.0448055816	-0.0129217759	-0.0117959112	0.0029773536	-0.0609602083	-0.0205429927	-0.0816306061	0.1091322251	-0.0329858986	-0.0944220214	-0.0087276329	-0.0709432509	0.0796513562	0.0120665847	0.0006023037	0.0174410169	-0.0627597749	0.0249940001	0.0701978473	0.0385821556	-0.0183949142	-0.0775123771	0.0510094628	-0.0162550903	-0.0340907201	0.0588408621	0.0290854911	-0.033487793	-0.0076310752	0.0871904492	0.0314875108	0.0065998302	-0.0526981625	-0.0214131523	-0.0009251106	-0.0624233117	0.0048006411	0.0507023144	0.0852047145	-0.0627465814	0.0125127007	0.0632164037	-0.0780109465	-0.0050351399	-0.0301089813	0.0055409793	0.0541451063	0.0423661336	0.0120469878	-0.0294826932	-0.0063463068	0.0382315446	-0.0280376461	-0.1249866937	0.0129113677	-0.065637135	0.0864397169	-0.0389333306	-0.0718619432	-0.0695099526	0.0816495573	0.0812404389	0.0805600928	0.0796107903	0.0783957008	0.0769188808	0.075185261	0.0732006291	0.0	0.0009528742993296	0.0032052333291118	9.07969430322876e-07	1.0273520694049113e-05	-0.0183810818304408	-0.0087469707821839	0.0003378641692573	7.650949786437884e-05	-0.0426397213279585	-0.0194541744495565	0.0003784649035137	0.0018181458349259	0.0002399230669558	-0.0004684377066836	2.194338850429905e-07	5.7563078057477296e-08	-0.0003090596256598	0.0001966355508614	3.8665539862566233e-08	9.55178522129757e-08	-0.0004974629074342	5.285828905910004e-05	2.7939987222553743e-09	2.474693442728874e-07
1500.8914878846945	-4.5351047551625925	2252675.258404732	20.56717514029836	1677.428131709825	-24.502970108133468	600.3955441200823	2813765.1370515143	1435.2158880170607	-1.2099898382527954	1.4640754086750258	2059844.6452166	1519.5065245174226	1255.0847969459085	1.15134	34.401737	0.0569973950344332	0.0241031577083566	0.0367738113	-0.0609807305	-0.0013164725	0.0286780343	-0.0578937321	-0.0517997735	-0.0195878383	-0.0680841284	-0.019013534	-0.0281127919	0.1246623188	0.0348345255	-0.0457345986	-0.0701283237	0.0783088132	0.0611946942	0.0183334002	0.0464233035	-0.0583575336	-0.0452398461	-0.0412241007	0.017584459	0.000320877	0.0136824782	-0.1256879651	-0.0649969693	-0.0405831898	0.1179433404	0.0502043228	-0.1084112257	-0.0122404598	-0.0501762415	0.0611641992	-0.0296207617	-0.0036363929	0.0115448096	-0.0406289012	-0.0867182598	-0.0298655493	0.0326062952	0.0691106218	0.0548414971	0.1084835833	0.0568295655	-0.0709048343	-0.0413870889	0.0398389531	-0.0009564039	0.0846443773	-0.0015386511	-0.0392208451	0.0109548027	-0.0380673177	0.0316124878	0.0264218339	0.0667295271	0.004672042	-0.0398725973	0.0791105718	0.011931506	0.0112824163	-0.0836231416	-0.083925109	-0.0096288145	0.1554100549	-0.0152793869	-0.1075014884	-0.0018233361	0.1169766413	-0.0355328288	0.0584705081	0.0385649745	-0.0948286087	-0.0459177916	0.053893164	0.0420662358	0.0856259516	0.0406753441	0.0519052737	-0.0096189146	0.0470639444	0.0265620359	-0.0721645131	0.0160674202	0.063481829	0.078318722	-0.0988911414	0.0070224477	0.0332650516	0.0410326626	-0.0630811506	0.0431843353	0.0319640536	0.022382095	-0.0504155471	0.0111922897	0.005571129	-0.0967044384	0.0629996731	0.1238941674	-0.0543585921	-0.0368054512	-0.1674758787	0.0636759109	0.0815954198	0.081024322	0.0800754515	0.0787532322	0.0770638291	0.0750151187	0.0726166533	0.0698796155	0.0	-0.010131283367329	-0.0110841576666586	0.0001026429026691	0.0001228585511793	-0.007949301606942	0.0104317802234988	6.319139603813067e-05	0.0001088220386313	-0.0396886907847076	0.0029510305432508	8.708581267199679e-06	0.0015751921762041	0.000561954072252	0.0003220310052961	1.0370396837208117e-07	3.1579237932060604e-07	-0.0003810671985271	-7.20075728673e-05	5.185090550239519e-09	1.4521220979329226e-07	-0.0002408929535772	0.000256569953857	6.582814122218313e-08	5.802941508314704e-08
1501.7125664895852	0.8210786048907721	2255140.632352737	0.6741700754093767	1696.8081386136694	19.380006903844333	375.584667593054	2879157.8592655854	1437.5866173750517	2.3707293579909674	5.620357688840264	2066655.2824558432	1515.8269260951452	1262.7550008381115	1.087385	32.490795	0.0436876200943294	0.0228995582703732	-0.066772886	-0.0454197391	0.025379139	0.1000259631	0.0054782459	0.0334031464	0.0145407682	0.0364875348	0.0834914245	-0.0518492283	0.0982851635	-0.0637644186	-0.0425030288	0.0462557533	0.0214564189	-0.0194208799	-0.0005736386	0.0409210365	0.0898652303	0.1068084741	-0.1147928525	0.0282364529	0.0037560793	-0.0343189189	-0.0317116381	0.0095776297	0.0385717657	0.0896364571	0.0269235715	-0.0180751218	-0.0424892363	0.0198740338	0.010347532	-0.0226068467	0.023143506	0.0527637062	-0.0343937942	0.0106926246	-0.0167467578	0.01869209	-0.0544778957	0.0481467895	-0.0154670394	-0.0038975018	-0.1355300149	0.001446499	-0.0402097213	-0.1201334831	-0.034669142	0.0284896499	-0.024638111	-0.0462700263	-0.0661207249	-0.0983317094	0.0130643449	-0.064504343	-0.0590274427	-0.0858115735	-0.0219592526	-0.0013449274	0.0240928042	0.0023838598	0.0250964819	-0.0497878934	-0.0302812142	-0.0710002989	-0.0812851907	0.0827136166	-0.033076907	-0.0424601985	0.0385663981	0.0156233773	-0.0625094557	-0.009299995	-0.0908383504	-0.0620963571	0.0286808696	0.0357170494	-0.0029619331	-0.0670659663	0.0606752768	-0.0324410246	0.068284586	0.0817443238	0.0644102081	0.0051481532	-0.1030007453	0.0021233204	-0.0175837521	0.0280925368	-0.1235602098	0.0510038038	0.0722871004	-0.022050124	0.0136587059	0.0018723025	0.0673309585	-0.0249748088	0.0473251518	0.0410640617	-0.1401785565	0.036801226	0.1194071868	0.0833445054	0.0815322745	0.0807724271	0.0795112559	0.0777565887	0.0755193158	0.0728133233	0.0696554061	0.0660651644	0.0	-0.0103703728389348	-0.0002390894716057	0.0001075446328185	5.716377543274026e-08	-0.0170562038453567	-0.0091069022384147	0.0002909140896143	8.293566838004267e-05	-0.0280464595538987	0.0116422312308089	0.0001355415480316	0.0007866038935084	0.0009229365034391	0.0003609824311871	1.3030831562574946e-07	8.518117893803919e-07	-0.0003941478135001	-1.308061497299999e-05	1.7110248807187155e-10	1.553524988869096e-07	-0.0003208178504871	-7.992489690990002e-05	6.387989146058145e-09	1.0292409319116325e-07
1503.2077737904976	1.4952073009123978	2259633.611184184	2.2356448727017377	1702.2606360833377	5.452497469668288	29.72972865673908	2897691.273158849	1434.002912710834	-3.5837046642177484	12.842939120336045	2056364.353663156	1517.2214169729325	1241.5234177623076	1.092572	32.645779	0.1019041308880613	0.0483619856887218	0.0502756189	0.0197813793	0.0632519935	0.089350238	0.0759948466	-0.0360802848	0.1027325226	-0.0288943934	0.048234791	0.0564027421	-0.0038713847	-0.006989489	0.0211702077	0.0978794515	-0.0363319702	-0.0479657991	-0.0600035307	0.0435207166	0.0132433609	0.0048008429	-0.0286576781	-0.0467731256	0.0955453692	-0.0218607041	0.1047674309	0.0038049025	-0.0035188553	-0.0534661478	0.0256173378	0.009661682	0.0181096881	0.0462186919	0.0358635831	-0.0262785617	0.0159935924	0.0587878361	0.0583638243	0.0928582857	0.0050291249	-0.0002683797	-0.0348639471	-0.0808157008	-0.0104131541	-0.0184007803	0.0342501503	0.0197970815	0.0630516337	-0.0786820454	-0.0157131623	-0.0018231435	-0.0315505679	0.0844245247	0.0401124223	-0.1264213402	-0.0170038983	0.0438524686	0.0174852826	0.0156055644	0.0385869581	0.0528098261	0.0134021766	0.0291760968	0.0892221156	0.0006643095	-0.0358611953	-0.0284800571	0.0259908241	0.0061717582	0.0017050891	0.0059731828	0.0358459251	0.0243432059	-0.0868391364	0.0488632169	-0.0758732479	-0.0707923823	-0.0398487169	0.0766664663	-0.0438314195	-0.0300027708	0.0560731416	-0.06112067	0.0533371854	-0.0817304669	0.0169201958	0.0518338044	-0.0528382575	-0.034736935	-0.0144924547	0.0231030547	-0.0690903048	0.0013427113	0.0417655813	-0.014412719	0.0139631525	0.0839363051	0.0473823068	-0.0653650609	-0.0987854503	-0.0033240428	0.0263059321	0.0067538621	0.0302369056	-0.1150714672	0.0814601283	0.0804848653	0.0788680667	0.0766226198	0.0737664228	0.0703222422	0.0663175311	0.0617842106	0.0	-0.0142583536026705	-0.0038879807637357	0.0002033006474587	1.5116394419178842e-05	-0.0089894121296936	0.0080667917156631	8.080953043748242e-05	6.507312858389083e-05	-0.0626011766310483	-0.0345547170771496	0.0011940284722818	0.0039189073155917	0.0002209913850485	-0.0007019451183906	4.927269492323936e-07	4.883719226565439e-08	-7.30260261443405e-05	0.0003211217873557	1.0311920231455761e-07	5.332800494433903e-09	-0.0002359919296032	8.48259208839e-05	7.195436853801661e-09	5.5692190837841714e-08
