global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99	motion_outlier100	motion_outlier101	motion_outlier102	motion_outlier103	motion_outlier104	motion_outlier105	motion_outlier106	motion_outlier107	motion_outlier108	motion_outlier109	motion_outlier110	motion_outlier111	motion_outlier112
2028.199494660772	n/a	n/a	4113593.1901422106	2518.0322765375945	n/a	n/a	6340486.5456851	2156.96601424956	n/a	4652502.386627633	n/a	2197.556034705033	1852.9273840131168	n/a	n/a	n/a	n/a	-0.0148755906	-0.0209962405	-0.0049690885	0.01065343	-0.0345543343	-0.0202002782	-0.0568710716	0.0234737107	0.0451173928	0.0340392171	0.0005989182	-0.0477132463	-0.0013489461	-0.0046029052	0.028034008	-0.0011000838	-0.0259787496	0.0299231802	-0.0122702254	-0.0167993123	0.0144171458	-0.0264072671	0.0102768383	-0.0092322887	0.0131144291	0.001404375	-0.0014478082	0.001434262	-0.0046121028	0.0138413457	-0.0082410237	0.001467644	-0.0018894574	0.002230558	-0.0072054614	0.0062599207	-0.0222165507	0.0189814777	-0.0191728247	0.010817683	0.0055371902	-0.0096045113	-0.0279643905	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0300781728014811	n/a	n/a	0.0009046964790757	0.004059872185735	n/a	1.6482562164504688e-05	n/a	-0.0244230805165841	n/a	0.0005964868619195	n/a	-0.0026849205948708	n/a	n/a	7.208798600761371e-06	-0.0005549229520132	n/a	3.079394826710442e-07	n/a	0.0003147554199564	n/a	n/a	9.907097439192973e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2010.176847682912	-18.02264697785995	324.8158040885644	4040810.958960409	2474.3793978083054	-43.65287872928912	1905.573821354022	6122553.404298192	2162.027464960662	5.061450711102225	4674362.759244228	25.618283300917216	2195.3665409570744	1808.302552943417	0.573369	33.344273	0.1113730704904944	0.0711600978010196	-0.0105068613	-0.0080246513	-0.0123635898	0.0162473286	-0.0097250489	0.0251199637	-0.0358488828	0.0162454254	0.0493418025	-0.0112673056	-0.0174139852	-0.0024750067	0.0084595801	5.12066e-05	0.0247843406	-0.0095659693	-0.0115843084	0.028032743	0.0037451134	-0.0098120549	0.0259268014	-0.0166073043	0.0044606622	-0.0142576704	-0.0018679167	0.003930425	-0.0032173246	-0.0020290965	-9.134e-06	0.0236896542	-0.0124665362	0.0043602675	0.0122333991	-0.0101527536	0.0001661498	0.0084049521	0.0010339724	0.0228156404	0.0135025645	0.0134631624	0.0109149235	-0.0004668181	-0.0176085527	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.0299874202808752	9.075252060590164e-05	8.236019996324601e-09	0.0008992453751018	0.0008266409961947	-0.0032332311895403	6.83335336589766e-07	1.0453783925016184e-05	0.0383515596441554	0.0627746401607395	0.0014708421271392	0.0039406554473103	-0.0023130006111368	0.000371919983734	1.3832447430069893e-07	5.3499718271192106e-06	-0.0003369991626149	0.0002179237893982	1.1356843560314383e-07	4.749077798571459e-08	-8.897393034739201e-07	-0.0003156451592598	9.96318665641912e-08	7.916360281462566e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2010.48313169512	0.3062840122079251	0.0938098961341844	4042042.422830617	2470.565065934354	-3.814331873951232	14.54912764464032	6103691.74501522	2154.179541531415	-7.847923429247203	4640489.497152497	61.58990215132717	2191.123589678304	1815.587992353197	0.611386	35.555138	0.1116526437827113	0.0656245620898844	-0.0134615507	0.0004856849	-0.0150546574	0.0126832887	-0.0145827826	0.0250844752	-0.0149658654	0.0594074419	0.0360491606	-0.0135041298	0.0058831573	-0.0097508989	-0.0030964038	0.0031563914	0.0254665692	0.0019675135	-0.0092113294	0.0153340863	-0.0177590253	-0.0229662233	0.0025724425	-0.0248864594	-0.0244477155	0.0295809875	-0.0123646359	0.034490448	-0.0255123694	-0.010295438	-0.0152771089	0.0010305894	-0.0087999651	-0.0183071934	0.01799506	0.0040886805	-0.013899244	0.0298832251	-0.065269837	0.0100305499	0.0154056913	0.0136248689	0.0279104148	-0.0082471885	-0.0646628119	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0344839990139007	-0.0044965787330255	2.0219220302297232e-05	0.0011891461879907	0.0104102466629427	0.009583605666748	0.0001083732355833	9.18454975757244e-05	0.0927794233260996	0.0544278636819442	0.0086080213927235	0.0029623923449803	-0.0028380036232383	-0.0005250030121014	2.756281627156477e-07	8.054264565513719e-06	0.0	0.0003369991626149	0.0	1.1356843560314383e-07	0.0	8.897393034739201e-07	7.916360281462566e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2010.6561881985813	0.1730565034613391	0.0299485533902644	4042738.3071412486	2458.232945384595	-12.33212054975911	152.08119725379095	6042909.213774221	2156.481218536807	2.3016770053918663	4650411.245901992	5.29771703714967	2189.7736830506783	1797.1820106770645	0.500143	29.085794	0.0839715162343241	0.0440364702679219	-0.0098047187	0.0006433312	-0.021031816	0.0074025484	-0.0063023226	0.0350293486	-0.0106488127	0.0275871054	0.0268940145	-0.0545715992	0.0032041677	-0.0181050982	-0.0003642845	0.0015837542	0.0265563414	0.0005140472	-0.0066749089	0.0197921292	-0.0184237694	-0.0168275005	0.0159008682	-0.0232087029	-0.0142515537	0.0001121237	-0.0016804367	0.0084309499	0.0019064762	-0.0006795194	-0.0094360016	0.000772265	-0.0058333642	-0.0037855968	0.0126319622	0.001183933	-0.0116628197	0.0276021312	-0.0368945531	0.0067206292	0.0173637867	0.0108312166	0.0182890925	-0.0077587297	-0.0441728542	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0360312248435832	-0.0015472258296824	2.393907768036687e-06	0.0012982491637288	-0.0059239252649803	-0.016334171927923	3.509289054507192e-05	0.0002668051725709	0.067734962059248	-0.0250444612668516	0.0045880250851677	0.0006272250401468	-0.0034180070953631	-0.0005800034721248	3.364040276768238e-07	1.1682772503952495e-05	9.101600182415126e-07	9.101600182415126e-07	8.283912588053905e-13	8.283912588053905e-13	-0.0002399995120543	-0.0002399995120543	5.7599765786302095e-08	5.7599765786302095e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2010.6099984759487	-0.0461897226325618	0.0021334904768729	4042552.565971455	2455.175942644977	-3.0570027396179285	9.34526575003152	6027888.909342652	2149.714309563435	-6.766908973371756	4621271.612741796	45.79105705389919	2182.656464059492	1794.6580739538883	0.482746	28.074076	0.1229502374672357	0.0687539240078482	-0.0096385773	0.004437749	-0.0252361917	0.0143525645	-0.0101397225	0.0349902239	0.0051641982	-0.0079211474	0.0331112612	-0.0026399061	-0.0060352362	0.0131459109	-0.012206137	-0.0040002072	0.0127202632	0.0110338092	-0.0115435176	0.02745482	0.0194720288	-0.0108938158	0.0156253745	-0.0188269045	0.0051930274	-0.003829806	-0.0047153425	0.0117239935	-0.0152680707	-0.0006903561	0.0054998227	0.0207197051	-0.0177075978	0.0036020611	0.0137418648	-0.0057619145	-0.0035935511	0.0082801582	-0.0036059292	0.0099131878	0.0195578732	0.0171207887	0.0286870818	-0.0135092669	-0.0102537258	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.025274024447583	0.0107572003960001	0.0001157173603597	0.000638776311777	-0.0107672562165674	-0.0048433309515871	0.0001159338064332	2.345785470660161e-05	0.0530839114750705	-0.0146510505841775	0.0028179016574931	0.0002146532832201	-0.0022040021436084	0.0012140049517547	1.4738080228849316e-06	4.857625449030422e-06	-0.0003999992864256	-0.0004009094464438	1.599994291409892e-07	1.607283842479074e-07	-9.407995434219768e-07	0.0002390587125108	5.7149068027358634e-08	8.851037809030001e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014.8056422533507	4.195643777401983	17.603426706851984	4059441.776055937	2458.8681640625	3.692221417522888	13.63249899601472	6046032.648240089	2156.588752338248	6.8744427748129056	4650875.046711842	47.25796346417736	2187.278350796505	1777.1245671419845	0.473286	27.523911	0.0387606645607184	0.0238712489487084	-0.006521142	0.0139371203	-0.0251966579	0.0103728359	0.0016168112	0.0317310312	0.0070969089	0.02451669	0.0156869026	-0.0638012603	0.0253461631	-0.0075396065	-0.000777349	-0.0056670042	0.0196910162	0.0005186093	-0.0088184814	0.0190687836	0.000984467	-0.0133198588	0.0128103544	-0.015896107	-0.0051726314	0.0109716857	-0.0040623125	0.0245569083	-0.0117409965	-0.0047857458	-0.007410175	0.0072711324	-0.0155137902	-0.0092334915	0.0226711637	-0.0080374834	-0.0072830114	0.0233837863	-0.0293448836	0.0028764403	0.0309827888	0.0093590042	0.025788919	-0.0121833812	-0.0326014577	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0205065208090076	0.0047675036385754	2.272909094382968e-05	0.0004205173956902	-0.0106025770485587	0.0001646791680086	0.0001124146400706	2.71192283760376e-08	0.072258917521033	0.0191750060459625	0.0052213511613114	0.0003676808568626	-0.0024870025713225	-0.0002830004277141	8.00892420863636e-08	6.185181789764727e-06	-0.0004099993377546	-1.0000051328999996e-05	1.6809945695921056e-07	1.0000102658263458e-10	-1.0098346637586308e-06	-6.903512033665402e-08	4.7658478398963e-15	1.0197660481285068e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019.916766848121	5.111124594770217	26.123594623265017	4080063.744994166	2461.110830831848	2.242666769348034	5.029554238337948	6057066.521637829	2155.435237057108	-1.1535152811397893	4645901.061147433	1.3305975038230071	2187.115869838937	1812.573365605731	0.529915	30.817162	0.041882671451015	0.0247464534264014	-0.0086239842	0.0040810871	-0.011807398	0.0124399429	-0.0080401645	0.0196358916	0.0489689512	0.0173974929	-0.0030752342	0.0160274123	0.0654887073	0.0123062951	-0.00477435	0.0018395538	0.0129871421	0.0053077389	0.0010831898	0.007647017	-0.0124687833	-0.0104850533	0.0147611025	-0.0140339862	-0.0099599506	0.0042213517	-0.0142757093	0.0050696491	-0.0206242447	-0.004686291	0.0124140468	0.0147921283	-0.0176928973	0.0029308041	0.014767634	-0.0002535493	-0.0028669016	0.0075621486	3.53317e-05	-0.0022921936	0.0164953699	0.0233731	0.0280400764	-0.0131913635	-0.008536521	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0279971300577557	-0.0074906092487481	5.6109226917430587e-05	0.0007838392914708	-0.0105653819483109	3.719510024779993e-05	0.0001116272957136	1.3834754824438863e-09	0.0721142408406265	-0.0001446766804065	0.0052004637320198	2.0931341853446072e-08	-0.0025980045218292	-0.0001110019505067	1.2321433016291912e-08	6.749627495444971e-06	2.130356067109318e-07	0.0004102123733613	4.5384169726694815e-14	1.6827419125871956e-07	-0.000163999319228	-0.0001629894845642	2.656557207851708e-08	2.6895776707247454e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015.8662640806424	-4.05050276747852	16.406572669351146	4063716.794658446	2452.2872396379507	-8.8235911938973	77.85576155702199	6013712.70569112	2152.853411779269	-2.581825277839016	4634777.81260964	6.665821765288513	2184.78273827749	1772.6101705361734	0.554514	32.247746	0.1407683343248847	0.0768762358992634	-0.0093752776	0.0148916919	-0.0251834514	0.0091340527	-0.0084262246	0.0351262384	0.0407730756	0.0362613047	0.0078113532	0.0201925933	0.0652309301	0.0548014947	-0.0066180585	-0.0084205511	0.0151517613	0.0051172317	-0.0114479444	0.013518859	-0.0013923159	-0.011015572	0.005213652	-0.01369199	0.0016736135	0.0083054799	-0.0183191837	0.027309428	-0.0360740775	-0.0036225946	0.0146138991	0.0201001365	-0.0165043166	-0.0020560097	0.02455615	-0.0059506739	-0.0073866329	0.0181600967	-0.0428890399	0.0037603582	0.0274802896	0.0274591915	0.0288080831	-0.0065210331	-0.042797602	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.050218482442446	-0.0222213523846902	0.0004937885018045	0.0025218959788222	-0.0007554093410107	0.0098099726073002	5.7064327248622e-07	9.623556255598028e-05	0.1387458336070963	0.0666315927664698	0.019250406343328	0.0044397691545966	-0.0028939502468069	-0.0002959457249777	8.758387213257644e-08	8.374948030993718e-06	0.0002262012980955	0.0002259882624887	5.1167027260089265e-08	5.107069478270184e-08	-0.00048417366309	-0.000320174343862	1.0251161046746222e-07	2.344241360299889e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020.4493711297	4.583107049057617	21.00487022312161	4082215.6612984	2468.3321844523384	16.04494481438769	257.44025409674646	6092663.772803253	2148.483137791593	-4.370273987676228	4615979.793374809	19.09929472735948	2181.5056997704164	1816.0862832014327	0.54199	31.5194	0.1433437881901361	0.0769188808986153	-0.0077338015	0.0061324748	-0.0156547626	0.003896444	0.0012001145	0.0159995445	0.0191874862	0.0309414969	-0.0092187748	-0.0275111103	0.0679308835	-0.0066185329	-0.0123347407	0.0055853048	0.0151635251	0.0123757648	0.0024653397	0.0124229973	-0.011477679	-0.0129247405	0.0077546119	-0.0113450104	-0.0035300312	0.0204723905	-0.0070298329	0.0268306422	-0.0243998059	-0.0071712339	-0.0124644776	0.0056210738	-0.0220270021	-0.0047896833	0.02670007	0.0108150521	-0.0105757575	0.0216873951	-0.0399422325	-0.0118855275	0.0420468918	0.0225902299	0.0353277794	-0.0173553603	-0.0454274986	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0184764617978743	0.0317420206445717	0.0010075558746004	0.0003413796405683	-0.005503570618444	-0.0047481612774333	3.0289289552200075e-05	2.254503551651703e-05	0.0922935760809551	-0.0464522575261412	0.008518104185811	0.0021578122292749	-0.0038369920767371	-0.0009430418299302	8.893278929981003e-07	1.4722508196943284e-05	0.0001216210819976	-0.0001045802160979	1.4791687586266945e-08	1.0937021599083465e-08	-0.0003237687342783	0.0001604049288117	2.5729741187086552e-08	1.0482619329617244e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2023.8136917101829	3.364320580482854	11.318652968260489	4095821.858753599	2472.64107272769	4.308888275351364	18.56651816946045	6113953.874539941	2153.4493029957084	4.966165204115441	4637343.900572702	24.66279683456696	2188.1391091257565	1819.7088507636863	0.483932	28.143057	0.230260930021635	0.1210206335995935	-0.0102164338	0.0041559813	-0.0084583215	0.0055835334	0.0018061381	-0.0089431787	0.057891733	0.0229901302	-0.0156981243	0.0300880518	0.0237495202	0.0151787837	-0.0036075856	0.0043746664	0.0131570722	0.003786	0.0026326302	-0.0004267891	-0.0260193217	-0.0122386286	0.0081136443	-0.0134954459	-0.0326628621	0.0186489446	-0.0161485038	0.0077308944	-0.0005146922	-0.0010894523	-0.0099554436	-0.0093072025	-0.0024024837	-0.00354743	0.0216726035	0.0003613412	-0.0029086024	0.0080775117	-0.0210479698	-0.0086907852	0.0205420048	0.0111266689	0.0168866035	-0.009882062	-0.0389328558	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0238046710416455	0.0422811328395198	0.0017876941941931	0.0005666623634009	-0.0026774471528909	0.0028261234655531	7.168723256523586e-06	7.986973842549866e-06	0.0654065870941664	-0.0268869889867887	0.0042780216353067	0.0007229101767756	-0.0026490110858033	0.0011879809909338	1.411298834820054e-06	7.017259732708778e-06	-0.0015359973353497	-0.0016576184173473	2.3592878142013788e-06	2.747698817528968e-06	-4.034447963931556e-06	0.0003197342863143	1.0223001384495853e-07	1.627677037367148e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
