global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
1746.7311474698326	n/a	n/a	3051069.701541278	2168.038841443184	n/a	4700392.418006304	n/a	1951.2910580842392	n/a	3807536.79335951	n/a	2012.5819268817268	1545.5577706762974	n/a	n/a	n/a	n/a	-0.0080429344	0.0250706208	-0.0382989572	0.0406204838	-0.0333309407	0.104801667	-0.0185217252	0.0028113626	-0.0363509981	0.034492234	-0.0588243788	0.0182757283	-0.0953005841	-0.0282460724	0.0392526838	0.0187050099	0.0596121711	0.0521608055	-0.0019725298	0.0913563683	-0.0879154634	-0.0840809768	0.0750985038	-0.0508429193	0.0262565985	0.042886533	-0.0641744989	0.0199624419	0.0392591184	0.02664549	-0.0134148894	-0.0056352344	0.018076435	-0.0005181849	0.0079909496	-0.0331801418	0.0072161989	0.0386145703	0.0386816409	0.1077241558	-0.0302721121	0.0966894566	0.051486609	0.0025656998	-0.066001975	0.0545793328	-0.0064214432	0.0466046207	-0.0313907435	0.0167222055	0.0236883353	-0.0271143315	0.1092593265	-0.0415534318	0.0542581877	-0.0256336506	0.0698458196	-0.003952478	0.0748677114	-0.0637443515	0.0116025034	-0.0295685459	-0.0127159605	4.47861e-05	-0.0233158881	0.1115287516	-0.0508748058	0.0223685924	-0.0131555866	0.0823199404	-0.0206065779	0.0389124208	-0.0523366926	0.0375010214	-0.0070016472	0.0145286967	-0.065286619	0.0459434315	0.0439540819	-0.0336436323	0.0494762065	0.0070522107	-0.0609169036	0.0326501215	0.1202307787	-0.076269038	0.0518767894	-0.0162121764	0.0291171563	-0.0159785319	0.0139452104	-0.0455533355	0.0488871405	-0.0227929108	0.0367700131	-0.0300630879	0.0094990659	-0.0627046338	0.0046704831	-0.014692472	0.062922743	-0.0342947757	0.0828784678	-0.0246652405	0.1058769003	-0.0881137831	-0.0550608924	0.0051305617	0.0842069976	-0.0039039361	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0675416036783786	n/a	0.0045618682274471	n/a	8.479293403240717e-05	n/a	7.189841661824155e-09	n/a	-1.5401655026892058e-05	n/a	2.372109775673894e-10	n/a	-0.0001197931918459	n/a	n/a	1.4350408812628604e-08	0.0008480294373103	n/a	7.191539265448241e-07	n/a	-0.0004879490143511	n/a	2.3809424060621e-07	n/a
1750.3480735346936	3.616926064860991	13.08215415867081	3063718.378526613	2172.921274038461	4.882432595276896	4721586.863168929	23.838148047422283	1946.188299522637	-5.102758561602286	3787648.897198813	26.03814493800543	2007.0102176723883	1547.8319470023337	0.96499	23.370378	0.0117212803477548	0.007437530363267	-0.0364986524	-0.0087573197	-0.041559526	0.062247836	0.0321337019	-0.0123537419	-0.002448437	-0.0578600015	0.0048427636	0.0856513035	-0.0032099493	-0.0241397683	-0.0023202032	-0.0082162462	-0.0048457279	0.0862445071	-0.0681700444	0.08842619	-0.1374326633	-0.0053318567	0.0610878234	-0.0882509401	-0.0137798863	0.0257610698	-0.0360185757	-0.0078568236	0.0717594158	0.0446108711	-0.0114350491	-0.0140812982	0.0053974247	0.0193091788	-0.0967697412	-0.0896019571	0.0151722303	-0.0232962657	0.0057174028	0.0540721389	-0.0050400457	-0.0069853402	-0.0272581499	0.0962281015	0.0482730498	0.020807861	0.0973630776	-0.0009955337	0.0756485438	0.032007232	0.0071618145	0.0678204885	0.0621139611	0.0264875399	0.0254983549	-0.0120077132	-0.0439784452	-0.035961364	-0.0653930203	0.062793319	0.0390799064	0.0201314049	0.0481626154	0.0704296576	-0.0218285083	0.0322451672	-0.0368710993	0.0494567117	-0.0232314477	-0.0527992006	0.1130886011	-0.0153914336	0.004968143	0.0707632509	-0.0075752823	0.0275955817	-0.012032632	-0.0701826571	-0.0622045608	0.0701427128	0.056493384	-0.029211773	-0.0940668026	0.0306486193	-0.0238960748	0.060334418	-0.0311247414	0.0206296087	0.0474565446	0.0182409226	0.0296321675	0.0029696567	0.0138197785	0.0151182162	-0.0236607681	0.0214737911	0.0378482806	-0.003865513	-0.001042595	-0.0266081089	-0.0246335356	0.0129787325	-0.0047762113	0.0880719621	0.0075404275	-0.0465914562	0.0355081427	-0.0153010411	0.0826541168	-0.0184581589	-0.081821908	-0.0693804204	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.063337467472337	0.0042041362060415	0.0040116347858093	1.767476123894984e-05	5.565820154629364e-05	-2.913473248611353e-05	3.0978353993678437e-09	8.488326370373992e-10	-4.910386774525932e-05	-3.3702212718367264e-05	2.411189827543919e-09	1.135839142114076e-09	2.1176109227456e-07	0.0001200049529381	1.4401188729693493e-08	4.484276020131471e-14	0.0008369996336141	-1.1029803696199944e-05	7.005683866701377e-07	1.216565695767059e-10	-0.0005060004016469	-1.8051387295800025e-05	2.5603640646682415e-07	3.2585258330297053e-10
1745.2572160134473	-5.090857521246335	25.916830301630377	3045922.7500470085	2167.286463419596	-5.634810618864776	4697130.614521821	31.75109071047124	1935.8984979665056	-10.289801556131351	3747702.9944289727	105.88001606456318	1999.907977792792	1541.9408721511984	1.029873	24.941721	0.0509132715744029	0.0261858765446513	-0.012538008	0.0523133962	0.0290843954	0.01245879	-0.0675661503	0.0898586188	0.019468058	0.020775439	0.007480468	0.0496417028	0.0146605955	-0.0388714069	-0.0517238029	0.0170436947	-0.144833323	0.0164811392	0.0720593145	-0.0660514448	-0.0437881049	0.0808327874	0.01681803	0.0134066561	-0.025474574	-0.0467222375	0.0613982246	0.1048422934	-0.0072317634	-0.1288347257	-0.0288038411	0.0084938574	0.0039515867	0.0733472914	-0.1002556083	-0.0605035654	0.0402439467	0.0568745925	0.0076513857	-0.1594100897	-0.0896463236	0.0213020409	-0.0405980509	0.0046217456	-0.0609406764	0.1103297734	-0.0229151299	0.0005704746	0.0908896897	-0.054474053	0.018706022	0.0096658865	-0.0039682123	-0.0547803484	-0.0070597847	-0.0616464812	0.0443814508	-0.0415623354	0.0317397715	-0.0436967062	0.0266189215	-0.0295699757	-0.0188601301	0.1633777299	-0.102010441	-0.0705222001	-0.0569117106	-0.0052926919	-0.0043552006	0.050586756	0.0497128672	0.0939092654	-0.0144900012	0.0553388202	0.0208113457	-0.0300524305	-0.0561222498	-0.0485553495	-0.0402851183	-0.0098484208	-0.0643986223	0.0971080562	-0.0654709145	0.0574213019	-0.0487185153	0.0867506842	-0.0665582754	0.0517259147	0.0156293276	-0.0619139449	0.0019963179	-0.0042907123	0.070096043	0.0021068219	-0.0050996115	-0.0522677817	0.0352575263	-0.0368843797	0.0823341623	0.0639512694	0.0354795828	0.0933969281	0.0358560731	-0.0537258772	-0.0178648673	-0.0414398959	0.0092548259	-0.0621554506	-0.0030801736	0.065928431	0.0052458332	-0.0059804078	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-0.0555686540169659	0.007768813455371	0.0030878753092572	6.035446250435496e-05	-0.0249828606880413	-0.0250385188895875	0.000624143328158	0.0006269274281842	0.0027620182047485	0.0028111220724937	7.628744563362127e-06	7.90240730646161e-06	-5.972968496953472e-05	-5.994144606180928e-05	3.5929769559807917e-09	3.5676352665598622e-09	0.0007790210807248	-5.797855288930008e-05	6.068738442136353e-07	3.361512595137366e-09	-0.0006939767458348	-0.0001879763441878	4.816037237594586e-07	3.533510597424782e-08
1741.1493601782263	-4.107855835221017	16.874479562959355	3031601.094449047	2164.101589105068	-3.184874314528315	4683335.68796708	10.143424399342203	1936.287985475908	0.3894875094024428	3749211.1626983504	0.1517005199805179	1999.019706703025	1527.9996354776194	1.026056	24.849293	0.0938065364361853	0.0425360638560729	0.0053549743	-0.0808630051	0.0304749749	0.025280216	0.0069665788	0.018341728	0.0199379405	-0.0665835912	-0.0076419553	-0.0220942894	0.0493430935	-0.1539438701	-0.0132182879	0.0077659453	-0.0725805569	0.0067408303	-0.0242867436	-0.0140341315	-0.0185905054	-0.0219646681	0.0664073048	-0.00288728	-0.0219916785	0.08734813	0.0674003125	-0.0280505618	0.0187676243	0.049501084	0.0559587677	-0.1218508321	0.0807701522	-0.0571290086	-0.0646983402	-0.0312171206	0.0105021364	0.0045731432	0.0002216316	-0.0070996061	-0.0459860318	-0.0940444112	0.0300031461	-0.0718763458	-0.0291647877	-0.0041965015	-0.0845848473	0.0153633569	-0.0676012663	0.0299078261	-0.0044125164	-0.0549534919	-0.0129416485	0.049719987	-0.0340826211	0.0624004326	0.007876069	-0.0443350566	-0.008050095	0.0363476722	0.0662472162	0.1219629203	0.018752199	0.0290499102	-0.063430695	-0.026176861	-0.0501906505	0.0735310388	-0.0106829179	-0.0410434004	-0.0647197979	-0.0793061776	-0.0303230806	0.0282261652	-0.0132883281	0.0241082281	0.0401018128	-0.0269695482	-0.0363777728	-0.065285128	0.1365243545	0.0305020034	-0.0603708734	0.0054590419	0.0170570689	-0.0453976707	-0.0798826717	-0.0965030798	0.038632665	-0.0053190991	-0.0126601652	-0.0637766525	0.0287049823	-0.0209255499	0.0057522222	-0.0060248327	0.0294108529	-0.0673415742	0.0421118228	0.0034983275	-0.0100343842	0.0874827835	-0.0613322132	0.0556537338	-0.0504707735	0.0472830923	-0.0668198024	0.0397463632	0.1139630009	-0.0308313483	-0.0665789994	-0.0423318474	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	-0.0556027829536134	-3.4128936647497e-05	0.0030916694721866	1.1647843166888634e-09	-0.0429568288218007	-0.0179739681337594	0.0018452891424254	0.0003230635304733	0.0205514429635087	0.0177894247587602	0.0004223618078823	0.0003164636332475	-0.0004759342257539	-0.0004162045407843	1.732262197695244e-07	2.265133872439643e-07	0.0003160977790719	-0.0004629233016529	9.991780593418769e-08	2.1429798321322185e-07	-0.0004129242961317	0.000281052449703	1.705064743358599e-07	7.899047948411354e-08
1741.8716472854037	0.722287107177408	0.5216986651947084	3034116.835616766	2156.821272629958	-7.280316475109885	4651878.002069112	53.00300797775642	1937.2516672833365	0.9636818074284292	3752944.022392067	0.928682625968524	1996.759394343166	1507.9693920017094	1.115689	27.020046	0.072308923949033	0.0340852008420034	0.0455244621	0.0384278244	0.0274305645	0.0331620172	0.0226918564	-0.0360735955	0.0039431837	0.0460425116	0.050231642	-0.0133854246	-0.0116778307	-0.0026931759	0.0342023492	-0.0092350139	0.043106447	0.0076678597	-0.0257432949	-0.0406883259	-0.0030480846	0.0122232028	-0.0674525094	0.0588942092	0.0154306328	-0.0243929943	0.0173619235	-0.0084593629	0.0708776098	0.0636813714	-0.0767363436	-0.0517919998	0.0475916319	0.0749531643	-0.0625552342	0.0115349505	-0.0393426172	-0.0769462751	-0.006967901	-0.0886858142	0.0034279654	-0.0537942042	0.0491215235	-0.0823974222	0.0321828738	-0.0349809921	0.1166728445	-0.0838386022	-0.0480316542	-0.0345502416	-0.0416680554	-0.0056367068	-0.0441931549	-0.0443524406	-0.0289789343	0.0159563688	0.0037359269	0.0244965177	-0.0171985157	-0.0137027199	-0.0578180532	-0.0287546508	-0.0056871943	-0.0252083702	0.0265042529	-0.001463912	-0.1008250336	0.058034322	0.0586977294	0.074523051	-0.0357524713	-0.0258424551	-0.0583158257	0.1116445933	0.0257896117	0.0433364247	0.073568674	-0.0752064031	0.0843731307	-0.0058735685	-0.0361902889	0.1289412308	0.0413819774	-0.0628101331	0.0932678149	-0.0610268956	-0.0189134909	0.0215824295	0.0238820071	-0.0416244827	0.0300524367	-0.0166102064	0.0713790392	0.0447687918	-0.1053084509	-0.0088070612	0.1213034741	0.007495295	0.010758174	0.0350029966	0.0433888197	0.0268738317	0.0383206161	0.0265385952	0.0861806643	-0.0286882498	0.033396891	-0.0588852868	-0.06323685	0.1384332139	-0.0252370484	0.0449715844	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	-0.0514157149211769	0.0041870680324365	0.0026435757408557	1.7531538708251665e-05	-0.0182593854934935	0.0246974433283072	0.0003334051586	0.0006099637069549	0.0101297313716344	-0.0104217115918743	0.0001026114576614	0.0001086120725042	-0.0001898489896549	0.000286085236099	8.184476231382057e-08	3.6042638872986326e-08	0.0005970477832963	0.0002809500042244	3.564660555390256e-07	7.893290487369039e-08	-0.0005059430757366	-9.301877960489996e-05	2.559783958858109e-07	8.65249335918495e-09
1740.375142136898	-1.4965051485057757	2.2395276595042937	3028905.635368028	2155.2879599546773	-1.5333126752807402	4645266.1903255945	2.3510477601765807	1943.2493932498908	5.997725966554299	3776218.204366069	35.972716769879696	2001.9554904349984	1543.7877642622525	1.119874	27.121391	0.0782748685900066	0.0343882667045132	0.0178735873	-0.0518308016	-0.0349390705	0.0478261907	0.0229942426	0.0260432631	-0.0137397686	0.0179207584	0.0194216252	-0.0385538385	-0.0898323272	-0.0536920692	-0.0131888518	0.0606407273	0.0434833091	0.0470458615	-0.0185268951	-0.0328027621	0.0703239709	0.0338903983	-0.0555888679	-0.0601256349	-0.0231087068	0.0084806515	-0.1694868558	-0.0460970021	0.0168858259	-0.011062361	-0.0302716474	0.0441663483	0.0052544451	-0.0594053475	-0.0203782872	-0.010589824	-0.022219901	-0.0076229154	0.0494255769	0.0050157487	0.0133228	0.0132115365	0.013581009	-0.0871512012	0.1331510578	-0.021240786	-0.0840374344	0.0177335323	-0.089172253	0.0239360356	0.0547002091	-0.0021118209	0.0345672618	0.0648954707	0.0013433881	-0.0414909974	-0.1272347031	0.0146264164	-0.0167569115	0.021865089	-0.0091148741	0.0100094432	0.0022065494	-0.006284584	-0.0217766633	-0.0301797418	0.0209451719	0.0211547034	0.0391889476	-0.003586272	-0.0203787506	0.0329896996	-0.0433389766	-0.0487151668	0.0242451305	-0.0727410875	0.0369991714	0.022440805	0.0386497703	0.0231121147	0.1087195194	-0.072798209	0.0167719188	0.1096848378	0.0971633455	-0.0984740915	0.0419838138	0.0316023189	0.0548101242	-0.0207548801	0.0054509397	-0.0716686457	0.011038043	-0.0482112965	0.0570861748	0.0694866053	0.0224559018	-0.025301889	-0.0030259804	-0.0580676155	-0.1034862698	0.0031941501	-0.0073781395	0.011807809	-0.008150997	0.046948262	0.0526917134	-0.0358333825	0.0110459304	-0.1697014751	0.0283267363	-0.1178631565	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	-0.0693911170012882	-0.0179754020801112	0.0048151271186864	0.0003231150799416	-0.0131240274677395	0.0051353580257539	0.0001722400969739	2.6371902052676013e-05	0.0298520078744033	0.0197222765027689	0.0008911423741334	0.0003889681904516	9.287954364941805e-08	0.0001899418691985	3.6077913674638855e-08	8.626609628524152e-15	0.0008329996600993	0.000235951876803	6.938884337255494e-07	5.5673288166858136e-08	-0.0002230001821107	0.0002829428936258	4.9729081221405364e-08	8.005668105339735e-08
1740.1796310803145	-0.1955110565834275	0.0382245732463681	3028225.14842682	2162.020025008764	6.732065054086888	4674330.588538897	45.320699892457895	1936.8691966370768	-6.380196612813961	3751462.284881556	40.706908818162745	1998.956733403969	1498.963535162119	1.082564	26.217804	0.087515988185504	0.0383582853720053	0.0522492556	-0.0225686237	0.0529591905	0.0041871655	0.0502064094	-0.0169205125	0.0943946271	0.0490587805	-0.0177180779	0.0068247387	-0.0452803512	-0.067242241	0.0357474946	0.0199838327	0.0965289175	-0.036894768	-0.0850840542	0.0468923797	0.0564943017	0.022039658	0.0926572466	0.0462974809	0.0174891704	0.0377521793	0.0209226074	-0.01263852	-0.0716726447	-0.0933119817	-0.0292262936	-0.0187484244	-0.0269263254	0.0180559046	-0.0564075014	-0.0409773121	-0.0150800279	-0.1605576741	0.0064489345	0.0687021109	0.0301891169	-0.0900255711	-0.0700997514	0.0403247297	0.0057658709	-0.0428453803	-0.0323330186	0.0935627202	0.0705252709	0.0304429119	0.0060367888	0.0304370972	-0.0698420961	-0.0021219602	-0.0306353527	0.0299945719	-0.0299011653	-0.0306489598	0.0229276397	0.0298165475	0.099304238	-0.0026551214	-0.0946203106	0.0322988175	-0.0973144235	0.1022816221	-0.0199680116	-0.0077282962	0.0222299051	0.0382862761	-0.0084287277	0.0259610179	0.0460350566	-0.0799331515	0.1030353386	-0.0944620742	-0.0544194042	-0.0811125255	0.046620078	0.0359792044	-0.0056947461	-0.0466015782	-0.0249701727	-0.0573667875	-0.035376345	0.005719858	0.0242273762	-0.0130910886	0.0038753784	-0.0393272104	-0.0134128789	-0.0712224318	0.0236538867	0.0287710738	-0.07326779	0.054480193	0.0272422017	0.0067060918	0.0369976695	0.025969177	0.0069010047	0.0669394899	-0.0107038361	0.0295742372	0.0975663601	-0.0504258701	0.0013675875	0.0452784025	0.0101405419	0.1257211757	-0.0451741728	-0.0794944798	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0595345395657744	0.0098565774355137	0.0035443614013087	9.715211874227974e-05	-0.0378650437367156	-0.0247410162689761	0.0014337615371833	0.0006121178860217	0.0206382980441617	-0.0092137098302415	0.0004259393461596	8.489244883589065e-05	0.0001261241341497	0.000126031254606	1.5883877137575143e-08	1.5907297215011522e-08	0.0004339641579664	-0.0003990355021329	1.8832489039948658e-07	1.592293319624557e-07	-0.0005720271183872	-0.0003490269362765	3.2721502417036373e-07	1.2181980224656e-07
1738.309042270845	-1.8705888094693817	3.4991024941120794	3021718.326440583	2154.1356224646934	-7.884402544070781	4640300.279971352	62.1638034769498	1934.488393463704	-2.3808031733728967	3742245.3444457822	5.668223750342455	1995.95173723388	1545.1199922445817	1.120514	27.136889	0.0592740483378061	0.0313813765648482	0.0347581819	-0.1183756808	-0.0420700222	0.039449386	-0.0558587181	-0.0063241499	-0.0277055553	0.0327890812	-0.0280791022	-0.0664137017	-0.0148656277	-0.1200652134	0.0104473814	0.0582830184	0.0337462125	-0.027467435	0.0369497914	-0.0209939273	-0.0961847721	-0.0193625642	0.0332175485	-0.0159434858	-0.078672172	0.0894053112	0.0313315642	-0.1056500765	-0.0565725279	-0.0662108532	-0.0406932355	0.0762288039	-0.0115505722	0.0296193783	-0.1175689618	0.1449007108	-0.0762493825	-0.049576291	-0.0821206652	0.0196436985	0.0509260613	-0.0305345766	0.0560986832	0.061687272	-0.0297518988	0.0240596943	0.0676081259	0.0204431227	-0.0532573939	0.0704049433	0.0760600689	0.0611808161	0.0154863059	0.0865377474	-0.0636310612	0.0746866054	-0.0164642709	-0.0483384337	-0.0190793555	0.0121748688	0.1174272624	0.0094373202	-0.0300170561	-0.0355254785	-0.003715695	0.0113302263	-0.0393334316	-0.0858902095	0.086316253	0.0287248316	-0.0921245309	-0.0064587402	-0.0285462578	-0.0614444009	0.0092771141	-0.157293702	-0.0070464811	0.0086274711	-0.1176171798	0.0459141119	-0.0850792163	-0.0935008858	-0.0124533427	0.0198664037	0.0134370159	-0.0650206213	0.0482251568	0.1567814903	0.0527560903	0.0280532445	0.0224377872	-0.1058765486	0.0128630946	-0.0063899879	0.0153128202	-0.0148991296	0.0404575537	0.0349986351	0.0104530611	0.0274942173	-0.0830058596	0.0115704482	-0.0014626967	0.0021148417	0.015646684	0.0122350395	-0.010893443	0.004171601	0.1100300248	-0.0830504859	-0.024428924	-0.0827032493	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	-0.0661362623713017	-0.0066017228055273	0.0043740052004456	4.358274400101927e-05	-0.0254958387415911	0.0123692049951244	0.0006500377931372	0.0001529972322114	0.0270407316578911	0.0064024336137294	0.000731201168594	4.09911561782121e-05	-0.0001037514614093	-0.000229875595559	5.284278943360494e-08	1.0764365744565468e-08	0.0008770297165583	0.0004430655585919	7.69181123726332e-07	1.9630708921035236e-07	-0.0005669545340696	5.07258431760001e-06	3.214374437020772e-07	2.5731111659161563e-11
1740.5619303320652	2.252888061220119	5.075504616388147	3029555.833321285	2154.3782419058	0.2426194411068536	4641345.609197127	0.058864193203002	1940.1819504447608	5.693556981056872	3764306.000831636	32.416591096541445	1996.728412777996	1465.1542337600358	1.397677	33.849285	0.0381096937998539	0.020963453056649	0.0715029004	0.0445207854	0.0629561057	0.0417553718	0.0811833087	-0.023402637	-0.0120286678	-0.0774192043	-0.0007900633	-0.0980007724	0.0230027259	0.0887754302	0.0119808045	0.0078403783	0.0559745196	0.0365921738	-0.1177676084	0.1399053667	0.0024694777	-0.0577753852	0.0194338403	0.0903093818	0.1075357607	-0.0267781486	-0.0303953155	-0.0854491292	0.0170826379	-0.0090923573	-0.0122984305	0.0202347289	-0.0075517593	-0.0042894719	0.1151144738	-0.1250094738	-0.1109744395	0.018623064	-0.068516814	0.0792280512	-0.0388943009	-0.0830270402	-0.0247106327	-0.0855726921	-0.0794516803	0.0277668948	-0.0063116938	0.0388584909	-0.1010126369	-0.0170568547	0.0074895711	0.0688487488	-0.072066195	0.0008859885	-0.0108077526	0.075545016	-0.0144688817	0.0917784366	0.0769013226	0.0908620635	-0.1293313727	-0.0317516194	0.0204253691	0.0401137758	0.0753827248	0.0305827349	0.1613665419	-0.0575079178	-0.000625287	0.0692099581	0.0699859249	-0.2088857339	-0.0527629032	0.0471375827	0.0548108542	-0.109092039	-0.0251530963	0.0188308839	0.0215956776	0.0299715145	0.0853622849	-0.0353217011	-0.0203758974	-0.0203633864	-0.0219245558	0.0112077245	0.0622333098	0.0380191769	0.0273355649	-0.0659760561	0.0169212177	-0.0117669763	0.0142901974	0.0390201964	-0.0094980519	0.0900511162	0.0219554941	-0.0125955086	0.0001540056	-0.0234684486	0.089730631	0.0304046411	-0.1270081709	0.1330352216	0.0208440156	-0.0556836347	-0.0071700607	0.0801279383	-0.0202314232	0.1838974101	-0.0698859686	-0.0486833641	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	-0.0492701581622299	0.0168661042090718	0.0024275484853311	0.0002844654711912	-0.0297182685850714	-0.0042224298434802	0.0008831754876944	1.7828913783113063e-05	0.0204687094163773	-0.0065720222415138	0.000418968065172	4.31914763429521e-05	-8.179032597683834e-05	2.196113543246166e-05	4.82291469482923e-10	6.689657423397476e-09	0.0007120242344722	-0.000165005482086	5.069785104757224e-07	2.722680911846625e-08	-0.0005889706666668	-2.201613259719996e-05	3.468864461939348e-07	4.847100945374904e-10
1746.244014364608	5.682084032542662	32.286078952876274	3049368.157704221	2157.718413132888	3.3401712270879216	4655748.750372709	11.156743826266032	1940.118895347074	-0.0630550976868562	3764061.328082751	0.0039759453442989	2003.635659577984	1545.8521470653543	1.263132	30.590843	0.0579062802733152	0.0305084194646653	-0.0218551691	0.0195073924	-0.0372603394	0.0193922112	-0.035014504	0.0898762355	-0.0669981973	-0.0108793534	-0.0078995322	-0.0483528353	-0.0583675295	0.0897328781	-0.053134785	0.0347832328	0.122943249	-0.0097286404	0.0697821658	-0.0289846217	-0.0161458221	0.0674232994	0.0881624277	-0.0645811985	-0.05036822	-0.0667235964	0.0413541162	-0.0197368866	-0.0783512524	-0.00207402	-0.0775777952	-0.0890686295	-0.0722538344	-0.0006643524	0.0695486656	-0.0798936568	0.0188079277	-0.0150933052	0.0609104392	-0.0597229156	0.1409709419	-0.0012271114	-0.0179263424	0.0349806097	0.0619978161	-0.057309211	0.0301191499	-0.1379410028	0.0112879073	-0.0161601184	0.0837648369	-0.0167229432	0.0387170316	0.0042275475	0.0082139154	-0.0306167883	0.0199548578	0.0618145474	0.1217613183	0.0077078339	0.0818344037	0.0181444384	-0.0596959403	-0.0642548711	-0.1189770139	0.0189783291	0.0869854607	0.0597313185	-0.0270468299	0.0355190373	0.0061131065	0.0316726702	-0.1148494183	0.0253749763	-0.0418273438	0.0672080311	-0.0119011352	0.0274242951	-0.0654885513	0.0314774111	-0.0558219684	-0.0763559134	-0.0260572244	0.0323020679	0.0353734574	-0.1107977346	-0.0388013856	-0.0167785845	0.0274369522	0.0310984045	-0.0025669152	-0.0258822718	0.0383112327	-0.0266112369	0.0837142885	-0.0224552947	0.0276775079	-0.004796869	0.0359498056	-0.0202164683	0.0588623618	0.0143153137	0.0756224256	-0.125600869	0.0963750859	0.0238564534	0.0417211303	-0.071804147	-0.0318601489	-0.0929676826	0.0611196414	-0.0535646716	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	-0.0535924323444163	-0.0043222741821864	0.0028721488045908	1.8682054105995165e-05	-0.007576423059163	0.0221418455259084	5.7402186371416825e-05	0.0004902613232931	0.0036991260225249	-0.0167695833938524	1.3683533330520886e-05	0.0002812189272033	-0.0002382416626353	-0.0001564513366584	2.4477020742219308e-08	5.67590898152321e-08	0.0007450831989954	3.3058964523200005e-05	5.551489734252189e-07	1.0928951353461966e-09	-0.0006929119089125	-0.0001039412422457	4.801269135127647e-07	1.0803781839579296e-08
